hash,move,score - This file contains all positions with 6 moves on a 7x6 board.
8830727537410,3,6
4433224155906,2,5
4501406761730,2,3
9002532487299,4,0
4433750573826,2,4
4433754735362,5,17
4432945332994,2,12
4432689382914,3,6
4570115785474,2,11
4432680995970,4,4
4570119947010,4,17
8899442819842,2,10
8831260214018,2,10
13228769822213,3,-3
9002794631299,3,7
4432676882050,2,6
4432957817602,3,6
4501933147650,3,17
9208680464515,3,4
8831264375554,5,6
4432685220610,3,3
4501933163266,3,6
4434287412738,3,5
4433222058754,5,17
8899446981378,4,6
9243040170243,3,0
8830723408642,2,12
9002790469763,3,5
13228769854212,3,2
4432687285890,3,4
4467040764674,1,3
4432687284997,3,4
4433213672578,2,5
8830735893250,1,6
9208684626051,3,5
4570652623618,3,17
13297489297800,0,0
17695804244103,0,0
8899979657986,3,6
9003060969603,4,2
4432945237378,3,1
4434289509122,2,3
4434287428354,3,5
8832333923074,4,6
4638835230210,5,4
4501404664578,4,17
4467049120514,3,6
9002790437251,3,4
4502470017794,3,17
4432681059074,1,2
17695535808901,3,0
4501398374018,3,2
9208680432003,3,3
4434019009282,2,4
4638835245826,3,4
4638837326594,2,2
4432676995842,2,3
4434023170818,4,4
4468647150338,4,4
9002526212227,2,3
4501396341506,3,2
4501396293250,4,0
4501668905730,1,3
4501664744194,2,4
4435898024706,3,4
9002526195971,3,4
4432676800011,2,-1
4433213735682,5,2
9002522067075,3,3
4604475491970,4,4
4844993659650,3,4
4501935244034,2,2
4570115753602,3,0
4604479685378,3,4
4502738453250,2,4
9002522002306,1,4
9655357030531,2,4
4467573441282,2,4
8830723313026,4,3
4639103664898,5,3
4433213687554,3,5
9002524098695,4,-3
4844993659268,3,0
4432676849538,1,18
4432681010946,2,6
4501396293378,3,4
4432676818562,1,2
9277668343939,3,4
4432676865794,1,3
4432678913922,1,18
4432676816645,1,3
4467577602818,1,3
4501396278402,4,2
9002530390147,3,3
4434018977410,4,0
4432945252226,1,18
9002790436999,3,3
4432701965058,3,3
9002522083459,3,3
4467036635906,2,12
9002524098947,4,-2
4467036555138,1,18
13366208774532,3,-1
9002524131459,4,1
4432949445506,1,6
4432685204354,1,3
4433215783810,3,6
8830723327874,1,18
4432678962050,1,2
4467040748418,1,3
4432945300354,1,2
4432681042818,1,2
4434018976517,2,3
9037687046275,5,2
9037152272515,5,2
8830727521154,1,4
9037150191747,4,3
4467036603266,3,2
4432676801797,4,1
4432676930434,3,-3
4433750557570,1,3
4432685252994,4,18
4432676962692,3,0
4467573425026,1,5
4433213719426,1,2
4501396325250,1,2
4432677126530,3,0
4433750606210,3,18
9243040186499,2,0
4432681140610,4,0
9209217302659,6,0
4467040797058,4,18
4467573473666,3,18
4501398438274,3,0
4433215832450,3,0
8831260197762,1,5
8830727569794,4,18
8831260246402,3,18
8830723376002,3,2
4432681124226,4,18
9003058888835,4,4
4432949494146,3,0
4432676946818,1,3
9002522034310,3,3
9002522002179,3,4
4605012361986,3,3
4432687301506,2,6
9208680431751,6,-1
4501664727938,2,4
9002522001798,3,3
4432957833602,3,13
4433224171906,3,6
4570115769218,1,2
4501398389634,3,3
4432689430914,3,5
4432679059842,3,-2
4432701981058,2,4
22196661534854,3,3
9002526195846,5,4
4501406777730,3,4
4432687350146,3,4
4433213800834,3,18
4570115817858,3,0
4604475491077,3,3
4467049136514,3,4
9003595743363,4,2
4433754751362,2,2
4433217913218,2,1
8830723473794,3,0
8899715432579,4,2
9037150175491,5,2
4433213817218,4,3
9002522002051,3,0
4467577618818,1,1
4434289525122,1,6
4501400519042,4,0
9002522017927,5,3
8900252287107,4,1
4434018993026,2,5
9243040170118,2,0
8830735909250,3,5
4467036701058,3,0
8899721707651,3,3
8899715416323,3,2
8899442787970,4,0
4501396423042,4,0
4501668921730,2,4
4638837342594,5,4
8831264391554,4,3
4434023186818,3,4
4570119963010,3,2
8901858705539,3,-2
4501396406658,3,-2
8899713351811,2,2
4434287460738,4,4
8899446997378,3,2
4501935260034,4,3
8899442852226,2,2
4433222074754,6,-2
4501933195650,2,3
8900516528387,3,0
8899719610499,2,-2
4604479701378,3,3
4501404680578,3,-2
4570652639618,4,3
4502738469250,2,7
4432676818306,1,1
4435898040706,3,2
9002522001549,3,4
8832333939074,2,5
8899713319299,3,1
4502470033794,4,1
4605012377986,2,4
4604475556226,3,0
4432678899330,1,2
8900248125571,4,1
4432685188866,1,3
4432683091842,1,18
4639103680898,2,5
4433215768322,2,3
4432678930178,1,5
9277402005635,4,2
4468647166338,1,5
4432947332994,1,18
4432947364738,1,12
8900248093059,4,2
4432678897413,1,2
8899711287427,2,1
4604475507586,1,2
4467038635906,1,18
4501398374146,2,2
4432953623426,1,3
4433219961730,1,3
4432683123586,1,3
4467044926338,4,4
8830725408642,1,18
9036888031363,5,3
8899711303811,4,3
4432693576578,4,-3
8900518625411,3,-1
4467038667650,1,3
4432678978434,3,6
8830731699074,4,5
4433215848834,3,6
4432685269378,3,4
4432679092610,3,2
8830725440386,2,4
4432693608834,4,18
8899713319047,3,0
4432945398146,4,-2
8899711222403,4,2
4432683188610,2,4
4432947429762,2,12
4570117849986,1,2
4501666808706,3,4
9036883853443,5,2
9036883837187,5,2
4467044958594,4,18
9002522001671,0,2
8899711238279,0,2
4570117882242,3,0
4467575538050,1,2
8830731731330,4,18
8899711254914,4,3
13297757733252,4,-2
22024862875910,5,1
8899711222023,4,0
4433219993986,3,-3
8830725505410,2,4
9002522018179,1,2
8899715416198,5,2
4433752638338,1,3
4467038732674,2,3
4432953655682,4,-2
4433752670594,3,-2
4433758929282,2,18
8831262278530,1,3
8899981770883,5,2
8900787060867,4,3
4467581796738,2,18
4570124140930,4,17
4432718741890,2,-2
8901590270083,4,-3
8831268569474,2,18
9002522034435,1,2
4433230446978,2,18
4432697770372,4,4
8899444884354,3,3
4501398454658,2,4
4501402567554,1,-3
4432695705986,3,0
4434293703042,4,3
8900516528262,3,0
4432697786754,3,2
8899711222531,5,2
4433232544130,3,0
4638835278210,1,2
4432697770754,3,0
8900248092807,0,-2
4501413052802,4,17
4501666840962,3,2
4434021073794,1,2
4501402599810,3,-4
8899451191427,3,-2
8899711254787,4,0
4434019041666,2,2
8899444916610,3,1
4501673099650,3,-3
8899451175298,3,-3
4467575505794,1,3
4638841520514,5,2
8899459563651,2,17
8831262310786,4,2
4468649247106,4,3
17695535808902,2,1
8899461660803,3,0
4434021106050,4,3
8899711238531,4,2
4435900121474,1,3
8830744281474,3,2
4604483879298,3,3
4432966205826,3,0
4501939437954,3,-4
4502472114562,3,0
4570654720386,3,0
4432695673730,3,2
8899981754627,5,2
8899444884227,3,4
4605014458754,1,3
4433750542082,1,5
4433482106754,1,18
4432945237634,1,0
8899449110659,3,-3
4604477588354,1,3
4432949430018,1,5
4639105761666,3,4
4467304974210,1,18
4432945235717,1,3
4434824283010,3,3
4432945268482,1,6
8832336019842,4,4
4433482138498,1,3
8830991746946,1,18
8899711221901,3,1
4502740550018,4,4
8899444899975,5,2
4433486300034,1,3
4467305005954,1,2
4432949510530,3,13
9003058872454,4,4
8899985948803,3,-5
8830991778690,4,3
4432945316738,1,13
4468110279554,3,4
4434824315266,3,18
4604477620610,1,2
9037150175366,5,3
8899449077895,3,-3
8831797052290,3,4
4468110311810,3,18
8899444965507,2,2
4467057508738,3,4
8899451175046,3,1
9036881789059,5,2
8831797084546,3,18
4432955720578,2,4
4432955752834,2,11
4501664712450,1,4
4433486332290,3,-2
9036883837062,3,3
4434027364738,3,3
4467309199746,1,2
4434828476802,2,18
8899444900227,3,2
8899451175171,4,-2
4467309167490,1,3
4468114473346,2,18
4501664792962,4,7
8830991843714,2,4
4432970400130,3,3
8831801246082,2,18
8899444883846,3,2
4467305070978,2,4
8899711222658,1,2
8899444916358,5,2
4433750622594,2,4
4502205776258,3,0
8899444949123,3,-2
4433482203522,2,3
4501675196802,3,4
4433494688130,3,5
4433761026434,3,4
4571189494146,3,17
9277399924867,5,3
8899444883597,3,0
4503543759234,3,17
8899444916483,3,0
8900784980099,4,4
8830995940226,3,4
8833407664514,3,4
8899453288579,3,3
4435361153412,3,3
8900516544643,4,-3
8830995972482,1,2
8899442917507,3,17
8899442803586,1,2
4604743926658,1,3
4467317555586,3,5
4570388382082,3,0
8899444883719,5,2
4435096912258,3,0
4432676963074,4,4
8831004328322,3,5
8899447029891,3,-2
4435363250562,3,0
9036881756294,5,3
4604743958914,2,3
4844995756418,3,2
4467040732930,1,6
4435092750722,2,0
9036881756419,5,2
4535756015490,1,18
4535756047234,3,11
4535760208770,2,11
4469720891778,4,1
8899444884099,3,-2
8899446997251,1,2
8865083049858,1,18
8865083081602,3,12
8865087243138,2,12
4536292885378,2,11
8899442803459,3,2
4432945430914,1,2
8865619919746,2,12
9277399908611,5,4
4467573409538,1,3
4501415149954,3,2
8899979706499,4,-3
4535756112258,3,12
4535760241026,4,18
4536292917634,3,18
4467036540546,1,3
4501664776578,4,-2
8865083146626,3,12
8865087275394,4,18
8865619952002,3,18
4570115753730,1,4
4467047023490,1,2
4467047055746,3,4
4570384220546,2,2
8899442835591,0,0
8899442852099,2,2
4435361169794,2,5
4535768596866,3,12
4536297079170,2,18
4707558900098,4,17
4467036733826,3,4
8865095631234,3,12
8865624113538,2,18
4438045507970,6,3
4604748120450,1,3
8899981754502,5,0
4605549232514,4,4
4844993675650,2,0
4467040813442,2,4
4502201614722,2,-3
4470257762690,1,4
4708091576706,3,17
8899453272323,3,4
8866693661058,3,12
8899446981250,4,0
4435092718466,1,0
4467061703042,3,4
8899711254662,4,3
8899442851974,3,2
4639640535426,5,2
8899979657858,4,3
4468382908802,4,5
4468378715010,2,2
4570126238082,3,4
4467583893890,3,4
4537366626690,3,5
4741914476930,4,6
8899442819714,3,0
4467036571394,1,3
4741918638466,3,5
8899446997126,5,3
4467573490050,1,5
8899446981123,4,0
4742451315074,2,6
4570115834242,2,4
4741914444674,1,3
9036881740038,5,4
4435361153794,3,0
4776274182914,3,4
8830723313282,1,4
8899979657731,3,0
4776276279682,3,2
9311759646852,5,18
9037418610820,3,11
9036885934212,4,11
4467036619650,1,6
8830727505666,1,6
9036881772676,4,11
4570384188290,1,-2
4604475523842,2,3
4468378747266,4,2
8899979657478,3,2
8901053399172,3,11
8899983851652,2,18
8899979690116,3,18
8899442788098,1,5
8830723506562,3,4
8831260182274,1,5
8899446980870,3,4
9036881739913,5,4
8830733828482,3,4
8830727586178,2,5
8899447013508,4,18
8899446980745,2,17
8899455369348,3,11
8900784963843,4,3
8899442802951,0,1
8830723344130,1,5
9036881740291,5,0
8899442819209,3,17
8899979673734,5,1
4501664712322,4,-1
4432681025682,4,17
4433213702290,3,17
8899453272450,3,4
4707554706306,1,0
8830733796226,0,4
4432676831881,3,18
8899449078147,3,-5
8833944535426,4,4
5119871566210,4,0
8830748475778,2,4
8831270666626,3,4
8832065520002,2,4
8899442884740,3,6
8832069681538,3,5
8831260262786,4,5
4432676896914,2,4
4432676995209,3,4
4707554738562,5,-1
4776274182532,4,3
4432685219977,1,18
4501396308114,2,4
4432678928531,2,0
8832065487746,1,4
4432681074825,0,4
8899979657353,3,2
4432949461129,1,18
4433750573193,3,17
8899442819334,2,4
8899442868610,2,4
9277399908485,5,3
8830723311365,1,3
4467040764041,1,18
4432678994057,2,3
4570115784841,3,17
4432681025801,5,2
4433215799433,2,-1
8830723408009,3,10
8830727536777,1,18
13228769853586,3,2
8831260213385,3,17
4432677027976,2,18
4432676896913,0,3
4432681091208,0,11
4502201582466,5,-1
4467573440649,1,3
4432676831397,3,3
4432677028100,2,18
4432681091332,2,12
4433213767940,2,12
4501396373764,3,11
4432945332361,3,4
4432676897033,2,3
8968162263938,2,2
4501396308233,2,3
4432676897412,3,6
4467036635273,3,3
8830723342483,3,2
13263129591945,3,4
4432679125124,2,18
4432685285508,4,17
4432945266835,1,2
4467036569747,2,3
4433213767816,0,4
4432945463428,2,18
4501398405257,2,-1
4433750638724,3,17
4501664743561,1,3
4845262094722,4,-2
4467036766340,2,18
4467040829572,2,12
4467573506180,2,12
4501398470788,2,6
4432677011844,2,5
8830723539076,2,18
8830727602308,4,17
8831260278916,3,17
4432681025681,1,18
4432689414280,0,11
4433217896584,1,18
4501400502408,4,18
8899442786573,3,1
4432681026180,4,18
4432689414404,4,12
4433217896708,5,18
4501400502532,4,18
8899442819587,2,0
4432681189508,4,17
4433213702409,2,2
4433215864964,4,4
13228769919112,0,3
4432689463428,3,11
4433213882500,2,5
13228770033796,2,5
4432701997188,4,17
4432687382660,2,10
4501396373640,0,5
13228774047880,0,4
4501396488324,2,5
4433754767492,1,18
4432681205892,2,5
4432677257348,2,4
4467049152644,2,12
4467577634948,1,18
4570119979140,4,18
4432677011593,2,4
8830735925380,4,17
8831264407684,1,18
4432957849732,3,9
4432949526660,2,4
4501933179016,3,18
4434287444104,0,4
4433213702788,3,18
4434287444228,3,11
4501933179140,3,18
4433213702289,0,0
4433213866116,3,17
4432676831507,2,0
4432687317129,3,3
4501396357257,3,3
4433222090884,1,18
13228774097028,5,6
4501933228164,4,5
4434289541252,4,4
4501400551556,6,6
4570115850372,3,4
4433213751433,3,3
4435898056836,3,17
4432676880531,2,2
13228771950729,3,-2
4468647182468,3,11
4570652655748,3,18
4433217945732,4,6
8832333955204,3,17
4434287493252,3,6
4433224188036,3,4
4434023202948,2,4
13228772016260,2,3
13228769902729,3,2
13229306724488,0,0
13229308821636,3,0
13229306773636,3,4
13297489379460,3,6
4501404696708,4,18
4501668937860,2,3
4638835261700,5,7
4502470049924,3,18
4501406793860,3,4
8899442868483,2,2
13263133786244,3,4
4501396308113,0,0
4501396308612,4,0
13229042483332,2,2
4638835310724,5,4
4639103697028,5,7
4434019008649,2,4
13229306724612,3,2
4501396471940,2,4
4604475523209,3,5
13228774048004,4,2
13228769854084,4,0
13228778242180,4,17
4844993691780,3,4
13229843595396,3,17
4501935276164,3,0
4571457929602,4,1
13263666462852,4,4
4434019074180,4,5
13228769853585,0,-1
17627357397126,2,17
17627353235590,3,17
4604475588740,2,6
4501664809092,4,5
4638837358724,3,4
4604479717508,3,6
4638835261576,0,3
4502738485380,2,5
4605012394116,4,6
8899442933891,2,-1
4432681026818,3,7
4503812194690,3,-2
13229038289033,2,2
13297491427460,5,3
4433213703426,5,5
13228769919236,2,3
4432676995714,4,4
17628426944646,4,4
4432676832644,4,3
4432685220482,4,18
13230112030852,2,4
4432676833922,3,0
13229038354564,4,4
4433215799938,3,0
4432678929794,3,2
4501396309250,4,5
4433750573698,3,18
13228780339332,3,4
13297489330436,2,3
4501398405762,3,1
26422909386889,3,5
4467040764546,4,18
4467573441154,3,18
4432949461634,3,-1
4467036635778,3,6
8968701231235,3,-1
4570115785346,4,0
8830727537282,4,18
8831260213890,3,18
4467036571010,3,3
4432677028354,2,18
8830723408514,3,6
4467036538629,1,2
4433213768194,3,7
8830723343746,3,3
4432681075330,2,4
4432681091586,2,7
4432676897922,2,3
13228770017412,2,2
4432681206018,2,9
4433213751938,2,4
17627353202829,3,2
4432679125250,2,18
8899442786823,1,1
8899979673859,2,0
4433215865090,2,6
4501396374018,3,6
4432945463554,2,18
4433213882626,3,6
4432949526786,2,13
13228769853705,2,0
4501398470914,2,6
4467036766466,2,18
4432678994562,2,3
17627353203078,1,4
4570115850498,3,12
4776274198914,4,0
8830723539202,2,18
8830727602434,2,13
8831260279042,3,12
4432681026690,4,18
4432677012098,2,6
4433217896962,5,18
4501400502786,4,18
4432685285634,2,2
17627355299975,3,0
4432689414658,3,6
8899442787459,3,-1
4433217945858,3,13
4432689463554,1,13
8866429419651,2,12
4432687382786,1,13
4501400551682,3,12
4501396488450,3,6
8868572708995,3,8
4432687317634,3,4
4432945332866,2,3
4433754767618,5,18
4432957849858,3,13
4432677257474,2,4
4432677011717,2,5
8968699134211,1,3
4570119979266,4,18
4467049152770,3,6
8830735925506,3,13
8831264407810,5,18
4433213703298,3,18
4433750638850,2,5
4501933179394,3,18
4432681189634,2,4
4467040829698,2,2
4433224188162,2,6
4501933228290,3,10
8866425258115,3,12
4433222091010,5,18
30820955897992,0,0
4432701997314,3,4
4434287444482,4,6
4434287493378,3,4
8969504440451,4,3
13297489330312,0,1
4501406793986,3,5
17628158509191,3,4
8830723392386,1,6
4467577635074,2,0
4570652655874,3,18
4434289541378,4,3
8832333955330,3,12
8934343590019,2,-2
13263129657476,2,3
8865624113411,3,3
8866695757955,4,2
4501935276290,3,2
8899442835843,2,-3
4501404696834,4,18
4638835261954,4,6
4435898056962,5,4
4502470050050,3,18
8865630404739,3,4
4638835310850,3,4
4434023203074,4,3
4501396472066,2,4
13366208807044,2,1
4501668937986,4,2
4501664744066,4,-2
17661712941191,0,0
8935413137539,4,4
8866425225603,3,5
4604475523714,4,4
4501396309122,3,-1
8865622048899,5,1
4467573506306,2,4
4638837358850,5,4
8934339428483,1,0
9106138087555,3,-2
4844993691906,3,4
4639103697154,5,7
8968699150467,4,-3
4604479717634,3,3
4432945268098,2,0
4468647182594,4,4
8934339395971,1,2
8866693677187,4,4
8865622016387,1,2
8968699134086,2,0
4434019074306,1,4
8865624129667,4,0
4433213866242,4,3
4432681173125,5,1
8865620000899,4,4
8866425225351,3,3
8865624113286,2,2
4501664809218,5,5
8899442802829,2,0
4432676978827,2,0
4604475588866,2,5
13400568545412,4,4
8899711222150,5,0
4502738485506,2,4
4432681173378,3,4
8868304273539,4,2
8865628307587,2,-2
4605012394242,2,4
4432677192066,3,0
8934339395719,0,-2
4432685383810,4,17
4501396357762,2,4
8865622016135,0,-2
4432676979077,1,-1
4432677224580,3,5
4432677650562,3,0
4433750737026,3,17
4432677191813,3,0
13228770001029,5,0
8866693660806,4,4
8865619951750,4,4
8833946632323,3,-2
4433215963266,4,2
4501396684930,3,0
4432676881794,2,3
8830727700610,4,17
8831260377218,3,17
4432681386114,4,17
4501398569090,2,2
4432949624962,4,2
4433213849733,5,0
8899442787714,4,0
4501396455557,3,1
4467040927874,1,4
4467573604482,1,4
4432687366530,1,6
4433224237186,1,6
4501406843010,1,-1
8832075972739,5,-1
4432957898882,1,13
4432689561730,3,8
8902395576451,4,2
4432687366277,4,0
17627353219207,0,2
8830723735682,3,6
4432676898050,2,4
4570115948674,4,3
8830735974530,3,12
4432679321730,3,0
4433214062722,3,17
4432687480962,3,5
4467049201794,3,11
4501933326466,3,3
4433213849986,5,3
8833676132483,3,3
8837434196099,3,3
4432702046338,3,6
4501935325314,1,1
4433218044034,2,4
4434289590402,1,3
4434019057797,3,4
8832067616899,5,-1
4501668987010,4,6
8832069697667,4,4
4433222140034,2,4
8833680294019,4,4
8865619919238,5,3
4433214079106,4,3
4433754816642,2,4
8831264456834,2,4
4432681402498,6,3
8832065568899,3,4
4502738534530,1,7
4435898105986,3,4
4467577684098,4,4
8865619919491,4,2
4434019058050,5,7
4638837407874,1,-1
4434023252098,5,6
4638835409026,5,4
4501404745858,6,4
4502470099074,3,3
4434287591554,4,4
4501396668546,3,4
4501400649858,3,4
4501396455810,2,3
4432677224706,3,1
4604479766658,3,5
4605012443266,4,4
8832073875587,1,4
8833676099971,3,3
4432676979586,1,4
8832065552515,3,3
8832065487491,3,4
4570652704898,2,3
4570120028290,6,4
8865619935619,4,2
8832067584387,5,-2
4468647231618,5,4
4604475572610,2,4
4639103746178,4,5
8832065585282,4,5
13297757765764,4,3
4432685400194,2,5
4433215979650,1,4
4432679354498,2,2
4432683319426,2,18
4432693674114,4,17
4434019009154,0,-1
17627353202951,0,1
4433220059266,2,4
4432947560578,2,18
8832340213891,4,3
4432953720962,2,4
8837165760643,3,2
8832065503367,0,2
4467038863490,2,18
8899442786950,2,0
4501402665090,2,3
4501398585474,1,4
4467045023874,2,4
8830725636226,2,18
8830731796610,4,17
4432679108994,2,4
4432697802884,4,17
4501666906242,2,11
8834215067779,5,3
4432677208450,4,0
4432718774402,4,17
8832069681411,4,3
4432697803010,5,0
8832065503619,3,4
4433232576642,3,0
4433758961794,1,18
4501415182466,3,0
8832065519875,4,3
4432697852034,3,0
4467581829250,1,18
4570124173442,4,18
8832065487619,2,1
8830744313986,4,17
8831268601986,1,18
4433230479490,1,18
8831262376066,2,4
4432695771266,3,0
8833944535174,3,2
4432966238338,3,0
4434293735554,4,4
4604475572357,2,4
4432679108741,2,3
4433752735874,2,3
8832336035971,4,4
4434027397250,3,2
4467575603330,2,4
4501413085314,4,18
4501673132162,3,1
8833676099719,3,2
4467057541250,3,2
8831262359683,4,4
4468649279618,3,5
4435900153986,2,2
4638841553026,5,3
4434021171330,2,4
8832067584135,5,0
4639105794178,5,10
8831276957827,2,17
4570654752898,3,0
4501939470466,3,-1
4502740582530,2,4
8832065487111,0,0
8831279054979,3,-1
4844995788930,3,2
8831268569222,2,17
4605014491266,3,4
8865619984515,5,-1
8832336019715,4,3
4434019172482,3,2
4604477685890,2,4
4501664907394,4,2
8831262278403,3,7
4570117947522,2,2
8831262343299,3,-2
4432945660034,4,2
4433482334338,2,18
8834212987011,4,4
4434824380546,3,17
4433750753410,2,4
8831268585603,3,-3
4467305201794,2,18
4432949641346,2,8
8832065486989,3,4
4604475687042,2,2
4604483911810,4,2
8830991974530,2,18
4432945692802,2,2
8831797149826,3,17
4432955818114,2,12
4432945447045,2,4
8865619951875,4,0
8831268569347,3,0
4468110377090,2,4
8831262278275,3,-2
4434828509314,1,18
4432970432642,3,3
8833944535299,4,2
4501675229314,3,6
4468114505858,1,18
4433761058946,3,4
8831262310659,3,0
8831262294151,0,2
8831264440450,5,18
4435361185924,3,17
8831266504835,3,-3
8830996037762,2,4
4432945447298,2,4
8833944551555,2,2
4433494720642,3,6
4438045540482,3,17
8831004360834,3,10
4435096944770,2,2
4502472147074,4,1
4571189526658,3,18
8832069681286,4,4
8831260344450,3,17
4503543791746,3,18
4433486397570,2,4
4467309265026,2,4
4467317588098,3,10
4435363283074,3,0
8899442803331,2,-2
4435092816002,2,4
4570388414594,3,0
8831260311683,3,17
4501664923778,2,4
8831270682755,3,5
8831264391427,4,2
8831262310534,3,0
4604748152962,2,4
8831260246150,3,17
8831262277895,1,2
8832065519750,4,4
8899442787587,3,-2
4502205808770,4,1
8832336019590,4,3
8831262294403,4,3
4435361235074,1,5
4469720924290,2,4
4435361186050,2,4
4535756243074,2,18
4535760306306,1,12
4536292982914,1,12
4604744024194,2,5
4502201680002,2,4
8834481406210,4,18
8832338116866,4,13
4467040944258,2,4
4467047121026,2,11
8831262277773,3,-2
4467573620866,2,4
8831264424067,4,-3
4467036750210,2,4
4535768629378,3,12
4536297111682,1,18
4707558932610,4,18
4570126270594,3,4
8831272763650,3,13
8831264375426,2,18
8831270666499,1,7
4467061735554,3,4
8865619919111,0,0
4467583926402,3,6
8834212970755,4,3
4468378812546,5,4
4708091609218,3,18
4570115965058,2,4
8899442803078,5,0
4468382941314,2,4
8832333938947,4,4
8831262278022,3,2
4467036995714,2,2
4570384285826,5,4
8832333938822,4,4
4470257795202,1,3
8831264375299,4,3
8831264391302,2,3
4537366659202,3,5
4845262127234,2,4
4503812227202,2,2
8832333922946,1,4
4605549265026,1,3
8900784963718,4,4
4467036749957,2,4
4741918670978,3,6
4467036962946,4,1
8865619918989,4,0
4742451347586,1,6
8830727716994,2,7
4776274264194,3,4
4741914542210,2,4
4571457962114,4,4
8834481406084,4,18
8832338116740,2,17
4776274215044,2,5
8830733893762,2,11
8830748508290,4,17
4707554803842,2,3
8831272763524,2,17
8831264374921,2,17
8831270699138,3,5
4776274215170,2,5
4433217863826,2,17
4501400469650,4,17
8831264375046,3,3
4432689381522,3,10
4432680993417,2,18
8831260393602,2,5
4433217863945,5,17
4501400469769,4,17
8832333922441,4,4
4844993740930,3,0
4432681058441,1,18
8831266472071,0,-4
8865619919619,3,2
8831266472323,3,-4
8832333922566,2,4
8831260181890,4,5
8832333922819,4,3
5119871598722,3,0
4433217880201,2,3
8830723522946,2,5
4432680993043,3,3
8831260213510,4,4
4433754734729,2,17
4776276312194,3,0
4776542617986,2,-2
8830723768450,2,4
8834212970629,4,4
8830723522693,2,4
4570119946377,2,17
4432957816969,3,10
4639640567938,5,2
8830735892617,3,10
13228774015122,5,3
4432706158728,3,18
4433226252424,0,12
4432949428371,1,4
4432701964425,2,4
4432689382020,3,10
4432706158852,3,18
4433226252548,5,17
4501408858372,4,17
4501668905097,1,3
4432689447044,4,17
4432706175108,3,18
4433226268804,3,11
4501408874628,3,11
4467040731283,3,3
8831260181126,4,2
8866693660931,4,4
4432689381521,0,4
9003058872579,5,2
13228782420100,3,11
13263133753481,2,4
8832333971587,4,3
4432974594180,3,18
4433763123332,2,17
4467049119881,3,5
4432689397897,3,5
4467065897092,3,18
4467585990788,2,12
4570128334980,4,17
8830727504019,3,4
8830752669828,3,18
13228774031497,3,3
4434291605640,0,11
4501937340552,2,18
13229310886024,5,18
4433217864324,2,18
4434291605764,5,17
4501937340676,2,18
13229310886148,5,18
4433217929348,1,18
4434291622020,4,11
4501937356932,6,18
13229310902404,5,18
4433238835332,2,17
4434297897092,4,11
4433217863825,0,3
4432681009299,3,0
4432704094340,3,6
4434031558788,3,10
4435902218372,2,17
8831260229767,4,1
4501423538308,3,6
4468651344004,2,11
4570656817284,2,18
8831260246275,4,-1
8834212970882,4,5
4501400469649,0,3
13297493491848,4,18
4501400470148,4,17
4638839423236,4,17
13297493491972,4,18
4501400535172,4,18
4638839439492,4,11
13297493508228,4,18
4501421441156,4,17
4467577602185,3,3
4432735518852,3,6
4502474211460,2,18
4433224155273,3,2
4501408858248,0,5
13228774015241,5,3
4604479684745,2,5
8831260181635,1,1
4844997853316,4,17
4432687284371,5,0
13229042450569,1,3
4432677208197,2,1
13228774015620,4,17
4434023170185,3,5
13228774080644,4,17
4501400486025,3,4
4638845714564,5,4
4638839423112,0,4
13229847756932,5,18
4432680992933,5,4
13366212968580,4,18
4433240932484,3,5
4432704061577,3,5
4501677293700,3,4
17626820558982,4,17
13263670624388,4,4
26422913548425,2,5
4605016555652,3,5
4501943632004,3,4
4501406761097,3,2
4433217864962,5,17
4501400470786,4,17
4432689382658,4,13
4432689381641,3,4
4432681058946,4,18
17627088961671,2,4
13229317177476,3,4
8831260197635,4,3
4432680994180,4,4
13229050839172,3,7
4432680995458,4,4
17626828914822,3,10
13228794986628,4,4
4432704061828,3,5
13228797083780,3,5
13228782403720,0,6
4433754735234,2,18
4432701964930,4,6
13228782403844,3,8
4502742646916,4,5
4467049120386,4,10
4467577602690,2,18
4570119946882,4,17
13230116192388,4,4
13228774015121,0,2
4433217880706,3,2
4432957817474,3,5
4432706159106,3,18
4433226252802,5,17
4501408858626,4,17
4433224155778,3,4
8831260213763,3,0
4432706175234,3,18
4433226268930,3,13
4501408874754,3,12
4432689382530,3,10
8831260328067,2,1
30820960059528,0,2
8830735893122,3,6
8865364066435,3,12
4433240932610,2,5
4432689447170,3,6
8865110311043,4,4
4432974594306,3,18
4433763123458,5,17
4501423538434,2,5
4432689398402,3,4
4467065897218,3,18
17626820526221,2,5
4570128335106,4,17
8933815107715,3,7
8830752669954,3,18
4433217864834,2,18
4434291606018,5,17
4501937340930,2,18
8933806751875,1,18
4433217929474,5,18
4434291622146,4,13
4501937357058,6,18
8865355710595,1,18
4433238835458,5,17
4434297897218,2,0
4501943632130,2,2
4501400486530,3,2
8865093566595,4,0
4432704094466,3,6
4435902218498,5,17
13400572706948,3,5
13263142142084,3,5
4604488073348,2,6
4570656817410,2,18
17626826817671,3,3
4501400470658,4,17
4638839423490,4,17
8933806719363,2,18
4501400535298,4,18
4638839439618,4,12
8865355678083,2,18
4501421441282,4,17
4638845714690,2,4
8865093534083,4,1
4502474211586,2,18
4434031558914,3,10
4467585990914,3,7
8831260180999,4,1
13297499783300,5,4
22026205020294,4,3
4844997853442,4,17
4467040732546,3,4
9105605410947,2,17
