hash,move,score - This file contains all positions with 6 moves on a 7x6 board.
4501677293826,3,5
8968166473859,3,-1
8968434892931,3,3
4432687285634,0,4
8830727505282,3,4
8865087307907,1,18
4639107858564,3,4
8865087242883,2,18
9139965149315,2,5
4432704062082,3,5
4432681010562,3,3
8865093533831,4,-2
4468651344130,3,4
8866160984195,1,0
4432681156740,4,17
4639107858690,3,4
4432681320578,4,17
8968172748931,3,3
13297761927300,5,3
4432704061701,3,5
4502742647042,4,4
8865355677831,2,4
4432702029954,4,17
4432681156866,2,1
4433224220802,3,4
8865095630982,3,10
8833143423107,1,6
4432689528962,3,5
4433754800258,1,18
17626820526470,4,3
4432687448194,3,5
4501400617090,6,6
4432949592194,3,0
4467577667714,1,18
4570120011906,4,18
8933806719111,2,3
8830727667842,4,17
8830735958146,4,17
4432689512578,4,17
4432706207874,3,18
4467040895106,3,6
4604479685250,3,5
4467049185410,3,6
4432957882498,3,5
4433226301570,3,6
8865095647363,3,7
4432704078210,3,6
4433240948866,1,6
4501668970626,3,0
13228780306569,0,0
4432974610562,3,18
4433218011266,4,6
8831019008131,5,3
4501406826626,3,4
4467065913474,3,18
8831541198979,3,5
4432735535234,3,6
4501408907394,3,5
8830752686210,3,18
4433217994882,1,18
4501423554690,1,4
4501937389698,6,18
8831532843139,1,18
4432704077957,3,5
8865087275267,2,3
4501677310082,3,6
8831801262211,3,-2
4432949429634,3,3
4434031575170,3,13
8831002263683,5,0
8831801245955,5,0
4433238851714,5,4
4435902234754,5,4
4570656833666,6,18
4468651360386,3,11
4501400600706,4,18
4501668905602,3,1
8831532810627,2,18
8968166457603,3,4
8865087243011,3,5
4467586007170,4,11
4502474227842,6,18
4434297913474,1,4
4434023170690,4,0
4570128351362,3,5
4502742663298,2,6
4639107874946,5,5
8830996021379,4,4
4433763139714,3,4
8832874987651,2,17
4501943648386,1,2
4638845730946,1,4
4638839472258,4,4
8830996004995,1,18
8865095631107,3,5
8830995939971,2,18
4501421457538,4,4
8831801245830,2,17
8831004344451,3,6
4434291654786,4,4
17661180264583,1,3
8968166457478,2,0
8865108213891,3,4
8831002230919,5,0
8865087275142,2,4
4605016572034,3,4
8865087242630,3,4
4432704127106,2,5
8830995956099,4,4
8831016910979,2,4
4604488089730,2,5
8831002231171,5,1
4604488073474,3,5
4434023235714,4,4
8830995972355,4,2
8830995972230,4,2
4432727163010,4,17
4844997869698,6,3
8831004328195,3,5
8865087242503,3,4
8830995955847,0,2
8865087259011,3,3
4605016555778,1,3
4432699965570,2,4
4604479750274,3,2
8830995940099,3,5
4432735518978,3,4
4432699868034,1,3
4433236770946,3,3
8831807537283,3,4
4432699867525,1,2
4433775706242,2,17
8831004328070,3,5
8831532810375,4,2
8865087242381,1,4
4433236738434,3,3
4570140917890,4,17
8865087324291,5,3
4432727130245,2,2
4433264001154,2,17
8831260197254,4,3
8831260262659,4,3
17626820526343,3,4
4467598573698,3,4
4501419344005,5,3
8865087258759,0,2
4434029461890,2,0
8830995939469,1,4
4435908509826,3,5
4434029494402,3,7
4501419376770,3,4
8830995939591,0,2
4432727130498,2,-2
4501446606978,4,17
4468657635458,4,12
4502748938370,3,6
4434310480002,4,4
4638858297474,5,3
8830733877379,4,0
4433266098306,2,0
4501419344258,5,2
4604486008962,6,7
4639114150018,3,6
4570663108738,3,4
4434029461637,2,0
8830733796099,4,7
4604485976450,6,4
8830733828355,3,4
4605022847106,4,6
8830748491907,3,3
8830746378627,1,0
4502480502914,3,3
8830733811847,0,0
4432699900290,3,-2
4501956214914,3,2
8830748475651,3,3
8830775738499,5,0
4432731340930,3,4
8830733795718,1,4
8830773641347,2,2
8830733812099,3,3
4432972497029,3,5
8830733860995,3,3
8831260197005,4,2
4501691973762,3,6
4432972529794,3,7
4433511465090,3,18
4434836865154,2,17
8830750589059,3,5
8830995939718,1,3
4467334332546,3,18
4433777803394,3,5
4432972497282,3,4
4432999760002,3,4
4435365347460,2,17
4435365347586,5,17
4468122861698,3,5
4435365363842,3,6
4845004144770,3,4
4438049702018,2,17
4432731324674,3,4
4435371638914,3,5
4501406761602,5,4
4571193688194,2,18
8830733795591,5,-1
4503547953282,2,18
8830733828230,3,4
4435105300610,3,5
4433003954306,3,3
4469725085826,3,7
8830777835650,3,5
4434044141698,4,5
8830727635075,1,18
4503816388738,3,0
8830746378375,5,-3
4432731324548,4,6
4502214164610,3,4
8830727569542,4,17
4501689876610,5,3
8830735941763,3,4
8830735908998,3,5
8831260197127,0,2
4467063832706,3,7
8831283249283,3,-2
8899465855107,3,3
8830735909123,3,5
4467063800194,3,4
4535785373826,3,18
4536305467522,3,11
4707567288450,4,17
8830727521027,3,5
4468391297154,3,12
4467600670850,3,7
8830746411139,3,-2
8830727553411,3,0
8899453272198,3,4
4708095770754,2,18
4604500656258,3,4
4776278376580,4,17
4776278376706,4,17
8831260197507,2,1
4604756508802,3,6
4776542650498,4,0
8830727553159,0,2
8830727651459,3,0
5119875760258,4,17
4432729260162,3,2
8830727505027,2,18
4570396770434,3,5
4467063799941,3,5
4605553426562,4,3
4742455509122,3,6
8832065487238,4,4
8831260230019,4,-3
8830750572803,3,5
8830727520519,3,4
8830733795971,3,3
4570143015042,3,4
4434287411346,4,10
4501933146258,3,17
4537370820738,4,6
4741927026818,3,6
8830750605442,3,6
4433236738181,2,-4
4501933146377,3,17
8830735892995,3,5
8830735892742,3,10
4433213735049,3,17
4776278392962,3,5
8830782029954,3,6
13229306691730,3,2
4604485976197,6,4
4433222058121,2,17
4639644729474,4,3
4470261956738,4,4
8830727536902,5,3
4433213669651,3,3
4467095257218,3,4
8830750572930,3,4
8830727586051,2,5
8830750572677,3,5
4432699900037,2,-4
4570652622985,3,17
8830727569667,1,0
8830727505155,3,5
4467091062914,3,4
4436434894984,4,18
8830727520646,1,2
4434287411465,4,5
4434287411844,3,10
4436434895108,4,18
4503006888196,3,17
13230380433668,3,11
4434287476868,3,17
4436434911364,4,18
4503006904452,4,11
13230380449924,3,11
4434295799940,2,17
4436436992132,4,18
4503006888072,0,6
8830727537155,2,1
4503008985220,4,6
4434287427721,4,4
13229306691849,3,2
4434287411345,0,-2
8831270666374,3,4
13229306708105,3,2
4571462123650,5,0
4470794633348,4,18
4571726364804,3,17
8830733795469,3,2
4501933146257,0,0
4433215766675,3,-2
13298026168456,3,18
4501933146756,3,17
4639372099844,3,17
13298026168580,3,18
4501933211780,3,18
4639372116100,3,11
13298026184836,3,18
4501941534852,2,18
4501935243401,3,0
13230382530692,4,3
13230380433544,0,3
4504617500804,3,17
4433213669541,3,2
4436166459529,4,4
13230111998089,3,2
4845530529924,3,17
8830727520899,3,-1
4440192991364,4,4
4502738452617,4,4
13229306692228,3,17
17661176103047,3,2
4640177406084,5,10
13229306757252,3,17
13229315080324,5,18
4776284668034,0,4
4436166492292,4,5
4432699867275,3,-3
13366745645188,3,18
17627084800135,3,4
4845266288770,3,3
8831260180627,3,0
4468647149705,4,3
4501448704130,5,4
17626816364685,3,5
13231991046276,3,5
4606086103172,4,9
4501933147394,3,17
9139960987779,3,5
4433213672066,3,4
4433213735554,3,18
4436170653828,4,5
4776546812034,3,3
4434287412482,3,10
4436166459780,4,5
4433222058626,2,18
13264740171908,4,4
4435898024073,3,3
4639372099720,0,4
4504885936260,4,5
13232259481732,4,4
17626816430214,2,4
4433215767938,3,4
8968164393091,3,0
4468647150210,3,10
4570652623490,3,17
13228792889477,1,-3
4434287412354,3,10
4436434895362,4,18
4503006888450,3,17
8933802623107,3,11
13298028265604,3,-1
4436434911490,4,18
4503006904578,3,12
8865351581827,3,12
4434295800066,5,17
4436436992258,4,18
13229308788873,3,-2
4639374196868,3,3
4501935243906,3,0
4503008985346,2,0
4433213670788,4,5
8865085243523,4,-1
13229306691729,0,-2
8830748475526,3,4
4434289508489,4,2
4470794633474,4,18
8968430731395,1,2
4571726364930,3,17
4501933147266,3,17
4639372100098,3,17
8933802557827,3,18
4501933211906,3,18
4639372116226,3,12
8865351516547,3,18
4501941534978,2,18
30821492736136,0,-2
4501933162633,3,2
4504617500930,3,17
4434287476994,4,4
17626818461831,0,-2
4435898024578,2,3
8830727520397,2,4
4845530530050,3,17
4433213685907,2,0
9105601249411,3,17
8933802557575,3,3
4640177406210,5,10
8865351516295,3,4
8865091469443,1,18
8830727504518,1,2
4434289508994,4,0
4440192991490,4,5
8865083081347,3,18
4467573407891,3,-2
4436170653954,4,4
8865083146374,2,4
8865083244675,3,3
8865083080845,3,3
4433213833348,3,17
4504885936386,4,4
4433213997186,3,17
4434287558786,3,6
4501933293698,3,2
8833139261571,3,4
4605012361858,4,6
4433222123650,1,18
8865083081094,3,2
4434287428226,4,3
4433215930498,3,0
4436166492418,4,4
4435898089602,3,17
4639374196994,2,-2
4434018975891,4,2
8865083146499,2,3
4501933163138,4,3
4570652688514,3,18
4433213670025,3,1
4434287542402,3,17
4436434944130,4,18
4606086103298,4,4
8865085178243,4,-2
4468647215234,4,4
4436437008514,4,18
4434295816322,4,4
8830993940611,5,2
4503006937218,3,4
13298831474820,4,4
8831799181443,3,-2
4436166525058,4,4
4434289574018,4,3
4605012361353,3,3
4436170670210,4,8
4470794649730,4,18
4503009001602,1,3
4436166459653,4,3
4501933277314,3,18
4639372148866,3,4
8831528649091,3,18
4501941551234,6,18
4433213833474,1,4
8865085177991,4,-3
4436166475909,4,4
4504617517186,3,4
4571726381186,3,6
4467573409154,4,4
8830727504141,3,3
8830991958147,2,4
26423446225033,3,2
8832870826115,3,17
13401105383556,2,4
8831000166531,1,18
8830993875331,5,-2
4639374213250,1,2
8865083261059,2,3
8830991778435,3,18
8830991941763,3,3
8831797084294,3,17
9140497825923,5,1
8831528714371,2,3
4501935308930,3,-2
4433234641028,2,17
4433234641154,5,17
4440193007746,4,3
4433255612546,2,17
4845530546306,3,2
8968162295942,3,0
8830727504391,0,0
4504885952642,4,5
4435906412674,2,17
4434306285698,3,-2
8830742216835,3,-2
4433234657410,5,0
8830991827331,3,4
4570661011586,2,18
4501952020610,3,0
4434304188546,2,17
4436441186434,4,18
8830991843462,2,4
4503013179522,4,4
4502746841218,3,0
17626820542599,0,2
8830993875079,5,-3
4436174848130,4,5
4467594379394,1,0
4606086119554,2,4
4468655538306,4,3
4470796730498,4,18
8830991777933,3,3
8830729699459,2,2
4501949923458,2,18
4640177422466,5,11
8831528648839,3,0
8865083129991,0,2
17626816364807,3,2
4639378391170,5,2
4436168589442,4,5
4606088200322,4,12
4640179503234,5,12
4436166476162,4,4
8830740119683,1,18
4504888033410,4,7
4440195088514,4,3
4436168556677,5,3
8830725440259,3,4
8830991778563,3,2
8830731731078,4,17
4605020749954,2,2
4571728461954,4,3
4436166460034,4,4
4436168556930,4,4
8830725603459,3,0
4504619597954,3,2
4434019139714,2,2
8865083081475,5,2
8830725439751,0,2
8830991843587,2,2
8968162296067,3,0
8830729634179,3,-5
8830731731203,3,0
8830725505283,2,4
17626816364934,2,4
8830725488775,0,0
8830729633927,3,-4
4435633815682,2,2
8831797084419,5,0
4439119282306,3,17
4439119249794,3,4
4434039947394,3,-1
4439123443842,2,17
8830725439629,3,-2
8830725505158,2,3
4435642171522,3,6
4433213687170,2,3
4435633782917,2,3
4435629621381,3,3
4605012426882,3,0
8830725489027,2,2
4439119249541,3,2
4439656136834,2,4
4439656120452,3,6
8830991778055,4,0
4467573571714,4,4
4435629621634,2,3
4573336977538,3,17
4432785850498,2,1
4434018977154,4,3
4439656120578,3,3
4507838726274,3,17
8830991827079,0,0
4435633783170,1,3
8830725439878,3,0
4504353259650,3,3
4435629686914,2,4
4439387717762,2,4
4439658217602,3,0
8831797133443,4,2
4435629589378,1,4
4605821862018,4,7
8830723702915,3,4
8830725619843,2,2
8866156822659,2,1
8830991778182,3,0
4432729227650,3,2
4504349098114,2,2
8830723489927,0,2
8830727684227,3,3
17626816413831,0,3
4605817700482,2,4
8830731780227,3,-1
4435629588869,3,2
4470526197893,4,8
4470530392194,4,7
8830723506435,1,2
4539514110082,4,18
8830727585926,2,4
4709165318274,3,17
4776811053188,3,17
4776811053314,3,17
4605817667717,3,3
8830723391629,3,4
22024862924934,3,4
4446635442306,3,1
5120408436866,3,17
4776811069570,3,3
8830723343491,3,18
4470526198146,4,5
13231722610821,3,2
4641788018818,5,4
4435629588619,3,2
4474552729730,4,4
22024873328774,3,3
4470526230658,4,4
13297489297554,3,3
4607696715906,4,4
4501396275365,3,4
13297489297673,3,3
4638835228818,3,6
4501396340873,3,17
8831260262534,2,4
4845532627074,3,-1
8830723506310,4,3
8830723342982,3,0
4501404663945,2,17
4776813150338,3,2
4573605412994,4,5
4502470017161,3,17
4501398372499,3,0
8830723522819,2,5
4743525056642,4,4
4504349065349,3,2
4502738518146,4,4
4638835245193,5,3
8865083080967,3,0
4913713135752,5,18
4638835228817,0,0
8831260181763,1,-1
4913713135876,5,18
4638835228937,5,3
4846335836290,4,5
4913713152132,5,18
13434928267396,3,11
4638843617412,4,17
4913715232900,5,18
13434930348164,5,4
4501396275475,3,0
4913981571204,5,18
4639908970628,3,17
4439387684997,3,0
4605817667970,3,0
13434928251140,3,5
8899442786451,3,3
4604475490451,3,2
4639103664265,3,3
8830723408387,2,2
4879357591684,5,5
13297489313929,3,2
8831260360835,4,1
17661176070535,3,3
8865083130243,2,3
4439391879298,3,0
13297497686148,4,18
5394749472900,3,5
13298563039364,3,18
4879353397385,5,3
4879353430148,2,6
13297489297553,0,-1
4879353397636,5,4
4879890268292,5,4
4844993659017,3,2
4501396275849,3,2
4439387685250,3,0
8830723392259,2,3
4504349065602,3,-1
8830723342605,2,2
4501664710803,3,0
13434928251016,0,3
17626816332678,4,4
13435196686468,5,3
4501404664450,4,17
8830725440131,3,-3
4638837326466,5,4
17627084767623,3,4
4502470017666,3,17
8899442966659,2,1
8830723392131,2,2
9139960955267,3,2
4638835229954,3,4
8830723719299,4,1
4501396341378,3,-2
4913713136130,5,18
30889675341960,0,2
8968430698883,2,2
4913713152258,5,18
8865351484291,3,12
4638843617538,4,17
4913715233026,5,18
8933802525571,3,4
4639908970754,3,17
4913981571330,5,18
4501396291731,2,0
8830723408134,1,4
4474015858818,1,1
8865085145987,4,2
13297491394697,3,-1
4638837325961,5,2
4638835229316,4,4
4879357591810,5,5
4432729227397,1,0
4501396277890,3,3
4501398373762,3,2
4879353397890,5,4
8865091436931,2,18
8865083065219,1,2
8865083113859,3,18
8968164360579,3,0
8865351483783,3,3
4638835229826,3,3
5394749473026,3,5
17626816332173,3,4
8865083048333,3,4
13641086681220,3,3
8865083048838,1,4
8933802525063,3,2
4638835294466,5,2
8833139229059,3,6
4501396439172,3,3
4501404729474,4,18
4638835376258,5,3
8865083049731,1,3
8830723342855,0,0
4502470082690,3,18
13263666430089,3,0
8899442868358,2,3
8968162263811,4,3
4638835294340,3,0
13400568512649,3,3
13297489363076,3,0
4913713184898,5,18
8831528616835,3,4
8865083049603,3,3
4913715249282,5,18
4844993724546,2,2
8830993843075,5,0
4913981587586,5,18
4638843633794,5,3
8830723490179,0,0
8831799148931,1,1
4638837391490,5,1
4638835245698,4,0
8830991762307,3,3
9105601216899,3,-1
8865085145479,4,-3
4879890268418,5,2
8831528616327,3,2
8831000134019,2,18
4639103729794,5,1
8830991810947,3,18
8830991746819,1,3
26491628830857,3,3
4501396439298,1,3
8830991745799,0,2
4638835359874,5,1
8830991746691,3,3
4501417246852,4,17
4501417246978,4,17
4879357608066,5,4
4501438218370,4,17
17626816348551,3,2
4501396603010,3,0
4638854103170,5,4
4502478405762,2,18
4502738453122,4,2
8830993842567,5,-5
8968162345091,2,2
5394749489282,5,1
4845002047618,4,17
4639112052866,5,3
4913719427202,5,18
4638852006018,4,17
8830729601923,1,0
4913983668354,5,18
4844993659522,3,0
13675446419588,5,3
4639908987010,4,3
8830991745926,1,3
8830725424003,1,3
4879890284674,5,3
4879892365442,3,4
5394751570050,5,2
8830740087171,2,18
8831797051782,3,2
4879353414018,5,3
4501398536322,3,2
4879355527298,5,4
4639911067778,5,2
4879353413765,5,3
8830725407622,3,4
4879355494786,5,2
4504080629892,3,17
4504080630018,3,17
8830725407495,4,2
4501417263234,3,4
4506764984450,3,17
8830725408515,1,2
8830725472643,3,-2
8832870793603,4,-2
4846067400834,3,17
4504080646274,3,0
4640982712450,3,17
4914518442114,5,18
4604496461954,3,4
8866156790147,4,2
17626818429319,4,0
13297489298052,3,1
8830723359619,1,3
8830731698566,3,2
8830725423495,0,0
4879621833090,5,3
8830723441027,3,18
4879621832837,5,5
4879626027138,5,6
8830729601415,0,-5
8830991745421,3,4
4639103664770,5,-2
8830991761799,0,2
4501685682306,3,1
8830725408387,3,1
4879361785986,3,3
8830725407117,3,-2
4879621865602,3,4
8830723375875,2,2
4879353430274,5,3
8830723359111,0,0
8831260180749,3,-1
4879353462914,3,2
4810638114949,2,4
4879355494533,6,3
8865083048711,0,2
4880427139202,5,3
4604475654274,4,3
4607159844994,2,0
4810633953413,3,4
13297757733001,3,0
8830723327747,1,3
17626816332551,1,3
5257314713730,4,17
8831797068163,2,0
4810633920901,3,4
5257847390338,3,17
8830723326727,0,3
4810633953666,3,4
4504082727042,2,-3
8830742184323,3,-2
4810638115202,2,4
4810638147714,2,6
5395017908354,5,1
4811174985858,5,4
4810634018946,3,6
4810646503554,3,5
5257310552194,4,4
8830723391878,2,4
4811170824322,2,4
4812244533378,4,6
8830731714947,3,-3
5326032093314,3,3
8830723375494,2,1
5326029996290,3,5
8830731698947,1,3
4604475491714,3,2
5291674452098,3,5
5257310519429,2,2
5326030012546,3,3
8865619935367,5,2
4810633921410,1,3
8830723311238,3,2
8830723327619,2,2
5326029996164,3,4
8830723343110,1,5
8830727505411,3,2
8830723312771,3,2
4811170791810,1,3
8830723326854,1,5
13228778209417,3,2
13228769821321,3,3
13228769837203,3,0
8830723343875,2,2
13228771917971,3,-2
6219383193730,2,0
13229843562633,3,0
4879353397509,5,3
4810633920651,2,2
35219002376335,0,18
8830723310349,3,2
17661176070287,0,18
8830723343619,2,-1
17627084767375,0,18
5291670290562,3,1
17626818429071,0,18
30820955865233,0,-2
17626816348303,0,18
13228769886345,3,-1
17626816332047,0,18
13366208774281,3,2
4777616359554,0,0
30820957962377,6,-2
17627353202830,0,10
30820955865353,6,1
17626816364686,3,5
17626824720519,2,2
13228769820947,3,-2
30821224300681,3,2
5257310519682,4,2
30820955865234,3,2
17626816331933,0,4
17626820526222,0,10
17626816332423,3,2
8968170651779,2,17
8899442787843,1,1
13229038256275,2,0
8968162328707,3,17
8830723311111,5,1
5291670258050,2,1
9139960955015,3,1
17764255285383,2,0
17626816397447,3,2
13228769820837,3,3
26422909354131,3,0
8933802524815,0,18
8968162279811,2,-2
8865351483535,0,18
5292207128706,3,1
8865085145231,0,18
30820955881609,2,2
8865083064463,0,18
8968162263683,3,-1
8865083048207,0,18
8865083113607,3,2
8865091436679,0,2
8830723312899,1,1
9105601216647,0,-1
8968164360327,3,-1
9174322790531,3,2
5291670257797,3,1
17627890073735,0,-2
39617048887438,0,2
8865083048093,0,3
13263129559187,5,0
13228769984644,3,2
8831805440131,2,17
8865083048583,3,0
8830723457411,2,1
8831797117059,3,17
4508107161730,4,1
13228769822084,4,4
8833139228807,0,0
8833409761411,3,0
30855315603593,6,1
8831797052035,1,0
8831799148679,3,-2
8831528616079,0,18
8830727504646,4,3
8830993842319,0,18
39617048887437,3,3
8830991761551,0,18
17626816332174,0,2
8830991745295,0,18
17695535808654,0,2
8831000133767,1,3
8831797051534,0,9
8830991810695,3,2
8968162263181,3,0
8831260181254,3,3
8968162263182,0,0
4811170791557,2,0
8830991745181,0,3
8866156789895,1,-2
8836092018819,3,-1
8968430698631,0,-2
8899442787078,3,2
8830731763843,1,18
8831012716675,3,3
8830731714695,0,2
8830731698819,2,18
8865104019587,1,3
8865087242382,0,3
8865083080846,0,2
8830742184071,3,-2
8830729601167,0,18
8833407664262,3,0
8830725423247,0,18
8865083048334,0,2
8830725406991,0,18
8830991745671,3,4
8865619918990,0,2
8865083064711,5,1
8830731698439,0,2
13228790792324,4,0
8830991777934,0,2
8830723391751,2,3
8830744281347,3,2
8830731698317,2,2
13231454175364,3,5
8830991908995,3,3
8830740086919,2,-2
8865083211907,3,3
8830744297603,3,-1
8830723375747,3,18
8830725406877,0,-2
8830725407367,3,-2
8830723637379,3,3
8968162263303,0,-2
8830723358863,0,18
8830725439630,0,0
8830723326223,0,18
8830744281222,3,0
8831797051533,3,0
8830731698318,4,2
4501664712066,1,-2
8969236004995,4,-3
8830723375245,3,0
8830725570691,3,-1
8830723440775,3,-3
8830725472391,3,-4
8830991746435,3,4
8830727520398,3,5
22024864940174,0,-2
8865083049347,3,4
8832870793351,2,-2
9174320709763,5,-2
8830725407118,0,2
8899444883598,0,1
8830723310095,0,18
22024862843654,3,2
8830723326109,0,0
13572367204484,3,3
8831260182019,4,1
8899711221902,0,1
8833407680643,2,2
8830723312259,3,-1
8830991745422,4,0
8830725408131,3,2
4501396276612,1,1
8830723310727,3,-1
8830995939470,2,2
8831260180750,0,2
8830723473542,3,0
9174589128835,4,0
5326298431618,5,0
8830723473667,2,0
8831260197006,0,2
8830723326349,2,0
8830723457159,0,0
8831797067911,2,0
8831264374924,2,17
8831260213388,3,17
8830723309853,0,0
8830723375367,2,2
9517918077059,2,-1
8830727536780,4,17
8830723375246,2,2
8831262277774,0,0
8830723310855,0,-1
8899442802830,0,2
8830727504142,0,2
8830723310222,0,0
8830723342489,3,5
8830723342606,0,3
8830735892620,3,11
22024862859406,3,2
8831797052163,1,1
4501664874626,4,-2
22025399713932,3,4
8830723408012,2,4
8831260180633,3,4
8830723310221,3,0
22024867037324,4,4
8899442819212,3,4
8830727504025,2,5
8830723309977,3,4
8899442786457,3,4
8832333922444,4,4
8831260180876,3,4
8899442786574,2,3
9036881739916,5,3
8831260180634,3,6
8899446980748,2,4
22093582319756,3,4
8830723310476,1,4
8830727504268,4,4
8830723342490,3,4
22059222581390,0,0
8899979657356,3,3
22025131278478,4,0
9174320693507,2,0
4641251147906,2,-2
4432676799629,3,-2
8830723342732,3,3
22024862843033,3,4
8830727504026,3,6
8830991745179,3,3
8830725406875,3,-2
17626816331931,3,3
4432680993293,3,0
4432676864269,2,-3
13228769821197,3,-3
8865083048091,3,0
4432680993050,3,4
8830723310982,4,1
9174320693382,3,1
4501396275725,3,-2
4432678928653,2,0
22024862875788,2,4
4432676815131,2,0
8830765252739,0,2
4501398372621,3,0
4432945234573,3,2
13228769837325,3,0
4433213669658,2,0
4432676831757,2,0
4501396291853,2,2
4433213669901,3,-2
13228771918093,3,-2
4432676815501,2,0
48413141909644,3,1
8968162279559,2,-2
4432678896269,3,-2
8830723309749,3,0
4501396275482,3,2
4432676831514,2,3
8867767402627,5,-1
4433215766797,3,-2
4432949428493,3,2
4433213670662,3,6
8830723326107,2,2
4432676831884,3,0
4432680994054,4,6
4432681009421,2,3
4501396276486,3,2
4432685187341,1,-1
4432676799757,3,-1
4467036537485,3,1
4433213670028,3,4
4433750540557,3,-2
4432945234203,3,-2
4432678895899,3,-3
13229038256397,1,-2
4432680993420,4,4
4570115752205,3,0
4432678897030,3,4
4432685187718,2,-1
13228769820954,3,1
4467040731405,3,4
4433750540934,3,0
4501664710925,3,-3
4432945266957,2,1
8831797051655,4,-2
4432676864646,2,2
4433215767174,3,0
4432681009798,3,0
13228771918470,3,-1
4467036570246,3,2
4432676799130,2,0
4432678929030,3,-1
4467573408390,4,2
8968162263430,4,-2
22024862843276,3,1
4432681025804,3,8
4501396308236,3,4
4432676799884,1,1
4432676816262,2,0
4433213686029,2,2
4432676832390,1,-1
4432676799129,3,0
4432676880653,3,3
4432676897036,2,4
4432945267334,4,-1
4432681074950,3,12
8830723326350,2,3
13263129559686,3,0
4501398372998,3,0
4432949428870,4,0
22024862843150,3,1
4432678994182,3,5
13228769821958,3,-2
4433213751558,3,2
8899442786458,3,2
13228769821324,3,-1
4432681026054,4,2
4501396357382,3,2
4432685220102,5,2
4432676799003,5,-2
13228769902854,3,3
4433213686406,4,2
13228769837702,1,0
4432689381644,3,10
4433217863948,5,17
4501400469772,4,17
4433213702412,2,3
4432676798773,4,-2
4501396275852,3,2
4433217864198,5,17
4501400470022,4,17
4432676897286,2,3
4501398405382,3,3
4432689398022,3,12
4433213702662,1,3
4433215799558,1,2
4432676831513,2,2
4467040731782,1,3
8830723326599,1,2
13228771950854,1,0
4432680993049,3,4
4433224155398,2,0
4501406761222,2,3
4433217880326,3,4
4432687317254,3,6
4433754734854,5,17
13228780306694,2,-1
13228774031622,3,4
4501400486150,3,5
4570115784966,2,4
4570119946502,4,17
4432949461254,1,2
4432676832518,2,1
4432957817094,3,5
4501933146380,3,17
13229306691852,3,2
4467040764166,1,2
4467049120006,3,8
4501933146630,3,17
4432676881030,2,4
13229306692102,3,0
4432689381894,3,5
4432680993926,4,-1
13229306708230,3,2
4433222058246,5,17
4501933162758,3,2
4434289508614,2,1
4432701964550,3,4
4432676995334,2,2
4434287411718,4,5
4434287427846,3,4
4432687284493,3,4
4432681058566,1,0
8830723309978,1,3
4432945332486,1,4
13228774015494,3,2
4570652623110,3,17
4467036538246,4,1
4434287411468,3,4
4432687284870,3,2
4433750573318,1,1
13263133753606,3,4
13229038256774,4,-1
4435898024198,1,1
4433213670534,1,1
4434019008774,2,4
13297489314054,3,3
4501404664070,4,17
13297489297676,3,3
4638835245318,3,3
4502470017286,3,17
13229308788998,2,-2
4501935243526,2,0
4501396275481,3,3
4468647149830,4,3
13297489297926,3,1
4433213669657,3,2
4638837326086,2,2
13228774015244,5,3
4638835229190,5,3
4638835228940,5,3
4501664743686,2,4
4501668905222,5,3
4432945235334,3,-3
4604479684870,3,4
4501396340998,2,2
13297491394822,2,-3
4433213735174,5,0
13606726942853,2,-1
4432676801158,3,-1
26457271189639,4,-3
13228769821830,3,-1
8830723309851,5,-1
13228778209542,3,2
26525988569223,3,-1
13229843562758,3,-3
4604475490950,3,0
4434018976013,1,-1
4844993659142,3,4
26457537527943,3,2
13366208774406,3,0
4467573440774,2,0
4434023170310,1,2
4639103664390,3,3
30820955865356,6,2
4467577602310,5,0
4432676799503,0,18
4501396276358,3,-1
4433213669902,3,1
13228769886470,2,-2
4432676799005,0,-3
4432680993294,0,5
13228769853708,2,1
4432676815375,0,18
8830723327363,3,-3
13228769853958,1,0
13228769821198,0,0
13297757733126,4,0
4501396276231,1,-4
4432676800647,1,-3
4432678896143,0,18
4502738452742,4,3
4501396308486,5,3
4432676832263,1,-3
8833407664387,4,0
4432676831758,1,2
4432676864519,0,-3
4432945234447,0,18
13228769821703,1,-4
22024862843034,3,0
4604475490573,3,2
13400568512774,3,2
4467036635398,2,4
4434018976390,4,1
4467036537359,0,18
4432676799630,4,-1
4501398372871,0,-4
4432680993799,1,1
4467036537991,3,-2
13263129559309,3,-1
4432685187591,3,1
4433750540807,0,-3
4501396275726,1,2
4605012361478,1,2
4432945235079,3,1
4432681009671,0,0
26457269092493,3,1
4501396292994,2,0
4501396292103,0,0
4501396292230,1,0
4432676865155,3,18
4570115752582,3,-1
13228769837575,0,0
13228771918343,0,-3
4433213686279,0,1
4432676816007,0,-3
4501396277507,3,2
4432685188227,2,18
4501664711175,4,-2
26422909354253,3,-1
4432680995075,3,4
13230111998214,4,2
4432945267843,3,18
4432949429379,2,18
4432676833539,3,-2
4432678896775,0,-4
4433213670407,1,-1
26457269108871,0,0
4467036570755,3,18
4467040732291,2,18
4432945236355,3,2
4432681010307,3,-2
4432949428743,0,-1
4432678928903,0,0
4432676833411,3,18
4432678898051,3,-2
4433215767683,3,-3
13228769822979,3,-2
13229038257283,3,-1
13229042450694,1,2
4432676800902,4,-1
4432676803203,3,0
4501398373507,3,-3
4433213671683,3,1
26422913548550,1,2
4432676817283,2,-3
