hash,move,score - This file contains all positions with 4 or 5 moves on a 8x7 board.
72904230893061121,4,1
72621656404918531,4,0
72342419105972737,3,-3
72621647898739457,3,5
72342371861336577,4,4
72621647898738947,4,1
72342376156301569,4,-3
72345678986150913,4,6
72346769924621313,5,-3
72341293824672257,6,3
72346769907909633,3,-2
72623846854886145,3,3
72905321814819841,4,25
72621656421499142,4,0
72346769907845121,1,-3
72621647999336707,4,-4
73184597801763078,3,1
72905321831531521,4,-4
72340220082717953,4,1
72340220116271617,3,4
73184602063307011,3,-4
73184597801828611,3,-2
72342371878111489,3,-4
72340280212259329,2,0
72346774202811393,5,0
72624946383225091,3,-3
72342371861595137,4,3
72905321814755329,1,-4
72346769908040193,5,3
72346769924686337,0,-25
72345670396217601,3,-2
72622747359970817,4,3
72624946349802241,3,25
72622751621513985,7,-25
72342371861922305,3,1
72345678986215937,5,5
72621656404919041,4,0
72342371878371841,3,-3
72622751621513475,7,-25
72344579491299841,6,-3
72343497142764033,4,6
72342376156561921,4,-2
72342371928441857,4,25
72342371861399809,4,-2
72622747360035585,3,1
72340224394461697,3,4
72340224377750017,4,3
72905326109721601,4,-4
72346774219588097,2,2
72624946349801731,3,-5
72622747343323905,4,-4
72342371928506881,2,1
72621652143375105,3,1
72346769958175233,5,-3
72622747326547457,4,-3
72342372012327425,2,-2
72621652110082307,3,-3
72354466489303553,5,6
72342389041202177,3,25
72342389041267201,6,25
73184597768536323,4,-3
72621647898673414,3,3
74310497675182339,6,-6
72623846838239491,2,-3
72621648016114177,3,3
72908620349637633,0,-2
72622747343323395,4,-5
72621652126663425,5,-5
72342410516038145,4,-2
72621660699820291,5,-5
72621647831696897,3,4
72621652109886977,5,-2
72621647848408577,3,6
72354466506015233,4,6
72342371861334274,5,-2
72354470784205313,5,4
72623846838044929,5,-2
72621652126662915,5,-5
72353366977675777,3,0
72621660699820801,5,-5
72621652143309062,3,0
73185697279967491,3,-5
72344592359424513,4,6
73184597768340993,4,0
72622747360035075,5,-2
72350077032661505,4,3
72353366977610753,3,0
72621647831892737,2,4
72346774202876417,3,2
72353371272577537,4,0
72622747326743297,4,3
72621647815508227,5,-3
72345670463324673,3,3
73184597785116931,3,-6
72352267465983233,3,1
73185697279837953,1,-3
72353366994387457,2,-2
72342389057978881,6,-4
73184597784987393,1,-2
72354466489238529,5,5
72903122791500034,4,-2
72341272551031297,5,3
74029022698342401,1,-3
73184602063176451,3,-4
72345670396477953,1,-2
72342376223408641,3,-5
72622747326742787,4,3
72621647848538371,2,-3
72622747359969542,3,3
72631543419437825,4,0
72621647848407302,3,5
72352267499536897,3,3
72346782792745473,4,-3
72622751621383937,7,-25
72621652110082817,5,3
72621647831892227,4,3
73184597768211969,1,3
73747547721632001,3,-3
72622751621382915,7,-25
72624946349672193,1,-6
72341323889312257,4,4
73184602063177473,1,-5
72623846854820102,5,0
72622747343193857,4,2
72904222303127809,3,-4
72621647865250051,5,-7
72621652109885702,5,-3
72367660628771329,3,0
74591972651892994,2,3
72622747326482177,1,0
72622764506284801,4,0
72621652126533377,5,-4
72621647815116289,3,5
72624946349671171,4,-8
72626045861299713,2,-2
72903122858607617,4,-4
72622747326416387,4,-3
72626050156266241,4,-3
72903139971367937,5,25
72622747393524481,2,25
73184597768275713,4,-2
72352276055917057,4,3
72622747326418433,1,0
72903122791565569,4,-4
72903127086467329,4,-4
72903122791502337,4,1
73184597784986371,3,-4
72621665011434241,4,-3
72621652126532355,5,-7
72903122791760897,2,-3
73185697279836931,4,-4
72907520838009857,4,25
72622747326677761,3,25
72621652110017281,3,-3
72621660699689731,3,-6
72621660699690753,1,-5
74310497675051779,6,-4
73184597768209158,4,-2
72621647831567873,1,3
72621652176864001,4,-2
72621647831565827,4,-2
72621664994657793,3,2
72621647881897473,4,1
72621647865119491,3,-7
72621647865250561,3,-7
72903122808277249,3,-5
72621647965782785,3,-1
72621652109757953,1,-2
72623846838108422,5,-2
72621647815508737,4,-3
72622747326546182,4,2
73184597768339718,5,-3
72621647831567617,3,-2
72621647865120513,3,-4
72621647848538881,3,1
72621686469493505,5,-4
72621656404787462,4,2
72621647814856193,1,3
73184597768211713,3,0
73184597768209923,4,-2
72621647881962241,3,-3
72621652109820675,5,-4
72621652109821697,5,-3
72352267466113537,1,-3
72621647848344577,3,6
72622747343192835,4,-5
73466072744922113,4,2
72341280939901441,4,-4
72621647831827201,3,-4
72621647815050753,4,2
72621647831695622,3,-2
72621652109755907,3,-5
72345687576084993,5,4
74591972651762434,4,-3
72621647831630595,3,-2
73184602063175943,5,-6
72622747326481155,4,-4
72622751621382407,7,-25
74310497675051271,6,-6
72624946349670663,0,-14
72621647814855937,4,0
72621656404724737,4,3
72621652109757697,5,-4
73188995814719747,5,-3
72621686469492995,3,-4
72621664994722561,4,-3
72621647814921217,4,3
74591976946729219,3,-5
72621647814985473,1,-3
72622747326418177,4,2
72621647831565062,3,0
72621647815377665,6,0
74591972668539139,3,-5
72621664994656518,3,0
75436397581894147,4,-3
72621647814793729,4,0
72621652126531847,5,-9
72626045878076161,3,-5
74591972651827459,4,-5
73185697279836423,4,-5
73184597768470787,3,-4
72621647831631617,3,4
72621652110016771,3,-5
72622747326677251,3,-4
72621647814790147,3,-3
72626050156265731,5,-3
72621652109755142,5,-3
73184614948077827,4,-4
72621660699689223,5,-7
72623846838045697,5,3
72621652176863491,1,-4
72621647814854147,4,3
72621647881961731,3,-3
72622764506284291,4,-3
72621652109820167,0,-7
72626045861364481,5,-3
72621647814984451,4,-5
73184597784985863,3,-5
72621665011433731,4,-4
72352267465982467,5,0
72621647831630087,4,-4
73467172256547078,3,-4
72631543419437315,4,-3
72621647815115014,2,3
73184597835317507,3,-4
74591972651762179,1,-4
72622747343192327,4,-4
72626045861363971,5,-4
146649566689689859,3,-4
74591972651761926,4,-4
72621647865118983,3,-9
72622747326480647,4,-2
72622747326415118,0,-2
72621647814983943,0,-5
72621647881896198,4,-3
72621647965782275,3,-3
77125247442157827,4,-3
72621647831826691,5,-6
72621664994722051,4,-3
72621647815377155,4,-3
72621652109754638,0,-4
72621647831564558,0,-2
72622747326415622,4,3
72626045878075651,3,-5
72340181428207878,4,-2
72340181444854022,1,-2
72622747393523971,2,-5
72340172838666502,3,-3
72621656404721932,3,5
72340177133110022,4,-2
72340172871827718,2,0
72341272383324422,3,3
72340177166663942,3,3
72340177133109517,3,-4
72344570884588802,1,-4
72621647814852878,0,-3
72903122808340742,1,-6
72340194312978694,3,3
72342371878174982,1,-4
72621647815049478,5,-3
72340172838273293,3,-4
72621647814853382,4,2
72341280939704582,4,0
72903127086530822,3,-3
73184597768208654,0,-3
72340172854919437,4,-5
72340172922028294,1,0
72340172854919942,3,0
72340172855050503,4,-8
72342376156365062,5,0
72345670396281094,3,-2
72341272349770502,4,-2
72903122791694598,3,-3
72340172838535431,2,-7
72340172838274563,2,-2
72340172855051011,3,-5
216455360930775302,1,-6
72340177133240583,0,-7
72904222303191302,3,-2
72340172838142234,3,-2
72342371861528838,2,-3
72341272349901063,5,-5
72340172838535939,2,-7
72621647815311619,3,-5
72903122791563532,3,2
72340172838273294,0,-4
72340177133568259,3,-6
72340172922159363,4,-5
73184597768274183,5,-4
72621647814918412,4,3
73747547721695494,4,2
72340194313109763,3,-4
72622747326415117,4,-3
72340177133241091,2,-7
72340172871696652,3,4
72342371878306051,2,-6
72621652109754637,3,-4
72621647848341772,4,5
73184597768208653,3,-4
216455365208965382,3,-3
72342371861790979,2,-6
72903122808471811,4,-7
72340181444985091,4,-5
72340177166795011,4,-4
72903122791956739,2,-7
72342376156496131,4,-5
72340177149886727,0,-25
216455360930906371,4,-7
216455360914391299,2,-7
74593072163389699,6,-4
72903127086661891,3,-6
72341272350228739,2,-6
72340172888473863,4,-16
72340177149887235,5,-5
72341272366547715,4,-4
72340172854920707,4,3
72341272366547207,4,-5
72341272349901571,2,-7
216455365209096451,3,-6
72340172855378179,3,-7
72340181428470019,2,-6
72340172888474371,3,-6
72340194329755907,0,-25
72340172854919438,1,-5
72342371911729411,3,-6
72342376173142275,1,-5
72341272383455491,5,-4
72903122841895171,4,-17
72903127103308035,0,-25
216456460425756931,5,-5
72340172905382147,3,-3
72621647831564557,3,-4
216455365225742595,0,-25
216455360964329731,4,-15
72340177150083331,4,-6
216455360914129158,3,-3
72345670413058307,4,-2
72340172872089859,2,-4
72340185723044103,0,-8
72904222303322371,5,-5
73747547721826563,3,-5
72340172989137155,4,-5
72340177200218371,3,-4
72904222319968515,4,-5
72340177216995587,0,-25
72340172838143494,3,2
72340177133110787,3,-2
72341276644933891,6,-5
72341272366743811,3,-6
216456460442403075,4,-5
72341276644737795,3,-7
72340185723240707,4,-6
72340172905251078,3,-2
72341276644737287,3,-8
72340177133109518,0,-4
72340172839190787,3,-3
72340181478408451,2,2
73747552016662787,3,-3
72340211492847875,3,-6
72340185723044611,3,-7
72341272349966598,3,-4
72340172838601219,1,-6
72904226598158595,3,-4
72340190034788611,4,-3
72340185756598531,4,-5
72341272433656067,4,0
72903135676465411,3,-7
72340172855443715,4,-3
72340177133633795,3,-5
72341293824606467,3,-3
72345674691248387,3,-3
216456464720527622,3,-3
72626045861298438,5,-3
72343471373222147,3,-5
72340190018011398,2,-3
72340172838600966,3,-5
72341276678291715,4,-3
72340172838145027,2,4
72621647814788614,3,0
72342384746299651,4,-6
72340172854922497,3,-1
72341280956481795,2,2
73184597768274691,5,-4
72340172838276353,5,-3
72343471373026051,5,-8
216455373798899971,3,-6
72340177133112577,4,-3
72341272349967873,5,-2
72341272349769997,4,-3
72340172922029569,0,-25
72343471373025543,0,-8
72343479962960131,2,-3
72340172888670467,2,-6
72341272349773057,4,-2
72340181444855297,0,3
72341272349769998,0,-4
144397766876528899,3,-6
72345670396412163,5,-2
72621647814787354,4,0
72342371878176257,0,-25
73747547738472707,4,3
72340172855117313,1,0
72340172855116038,2,-4
72340172871699457,3,6
72903122808342017,0,-25
72340172838667777,3,1
72342371861530113,3,-4
72344570901430531,3,-4
72350068442792195,3,-4
73750846256513283,4,-3
73748651528225027,7,-25
72903122791566337,3,3
72341280939835651,4,-5
72342376156366337,3,0
72903122791695873,3,-4
72340194312979969,3,3
72342371861400577,3,3
72341289529639171,4,-4
72343471406579971,3,-5
72340190018142467,2,-5
72340181428076812,2,3
72903127086532097,3,0
72341272350294275,5,-2
72341272350229249,3,25
72621647815312129,3,25
72911918884520194,4,25
72340172871828993,2,4
72341272416878851,3,-5
72340177133242113,3,-3
72340172838338828,4,-2
73748647250034947,4,-2
72344570884784387,5,-5
72340172872090369,2,-3
72340172838276609,1,3
75437497093521667,4,-2
72340177166665217,3,5
72904222303192577,3,2
72340181428209153,2,3
72340172838536961,2,-4
72344575179620611,4,-5
72340172838148609,3,2
216456460425625862,3,-5
72340181444985601,4,0
72340172855052033,1,0
72903122808472321,3,-5
72340194313110273,4,3
72906421326446851,3,-8
72340172854922753,0,-25
72342371878306561,3,0
72340181428079617,2,2
72341280939836161,4,-2
72340177149888257,5,-2
72903122791957249,2,-5
72340172922159873,2,0
72906425621348611,4,-4
72340172838341633,2,-3
72340181428470529,2,-3
72341272383325697,3,5
73748647233257734,4,3
216456460442337542,2,-6
72342371861397772,5,2
72340177200218881,3,-3
72903127086662401,3,-6
72340194329756417,5,1
72910819372892419,5,-6
216458659448815878,3,-5
72345670396282369,3,4
72341272366744321,3,-4
72340172888475393,1,0
72341272366548737,4,3
72341280939705857,4,3
72903127103308545,5,-6
72341272349902593,1,-5
72340181478408961,3,0
72341272383456001,3,0
72904222319969025,4,-5
72340177150083841,3,-4
72342376156496641,4,-4
72904235188027651,4,-6
72340172855378689,3,-6
72340172905252353,3,3
72342376173142785,4,1
72340172855444225,4,-2
72340190018012673,3,0
72341276644738817,3,-5
72340177216996097,5,-1
72903122841895681,3,-6
72906421343158531,4,-6
72341280956482305,3,3
72345674691248897,3,-2
72345670396412673,3,-2
72904226614870275,2,-5
72340177133307393,4,-5
72904222303322881,2,-6
73747547721696769,3,3
72340211492848385,4,-3
72343471373222657,3,25
72341272433656577,4,3
72345670413058817,4,2
72341276678292225,5,-2
72341293824606977,3,-3
72340172905382657,2,-6
72340172839191297,4,-3
72340190034789121,2,-1
72340190018142977,4,-3
72342371911729921,3,-4
72340177133112833,3,3
72340185756599041,3,-4
72344570884654593,3,-4
72343471373027073,1,-6
72903135676465921,3,-6
72340185723045633,3,-5
72343471406580481,3,-5
72341272349773313,1,3
72341272416879361,3,-5
72341276644934401,6,-4
72341289529639681,2,-2
72340177133568769,4,-4
72340172839453185,3,3
72340172888670977,2,-6
72343479962960641,2,-2
216455360913998092,3,2
72340177133634305,4,-4
72340172989137665,3,2
72340185723241217,4,-5
72341272350294785,4,-2
72904222353457411,4,-6
72344570901431041,3,0
72340172838732801,2,-2
72340177166795521,3,1
72340172855509505,2,-2
72342384746300161,4,-3
72344575179621121,2,-4
72621647814852877,3,-3
72340172838273798,2,-3
72340172872876289,3,0
72621647815442690,4,5
72340177133699585,4,0
72340172922552577,4,-3
72340172839387649,4,-2
432628143027781894,3,-3
72340172839321859,3,-3
72340172856164609,3,-3
72340194313502977,3,3
72341272351015169,3,-3
72340181445378305,4,3
72621647815442945,5,3
72342376156889345,4,-3
72340177167188225,4,3
72340172839322369,5,-3
72904222319904257,2,2
72341272349771267,5,3
72341272383848705,3,0
72341272350360065,2,-2
72340177150476545,3,-2
72342371878699265,1,-3
72344570884784897,2,-5
72340172905447682,4,25
72350068442792705,1,-3
72340172905447937,2,-3
72350068459504385,4,-3
72340172856230145,4,3
72341272417075457,1,25
72344588064457217,6,25
72344588064456962,6,25
72342371861791489,2,-5
72342371862577409,5,-2
72350072737694465,3,-4
72340181478605057,4,-6
72340172905775361,3,-2
72340172855509250,3,2
72341280940228865,4,3
72340172838602241,3,-5
72340194329952513,2,-2
72345670396805377,4,3
72361063559004929,3,1
72350068459503875,4,-5
72340177200414977,3,-4
72904222319902982,2,-4
72904226598094337,3,3
72344575179882753,4,-4
72341280956678401,3,-5
72344575179556353,4,-5
72350072737693955,3,-4
72340172839387394,4,0
72340190018208002,3,25
144397766876659970,4,5
72342376173338881,4,-3
72340172889063681,3,-4
72340177134420225,3,3
72344570884653318,1,-4
72344570951696897,4,25
72344570951696642,4,25
72340177217192193,3,-3
72340172838732036,3,1
72344575196332801,3,-5
72362163070632449,2,-1
72341272350359810,4,1
72340185756795137,4,-5
72351167971131905,2,-2
72341276645327105,6,-4
73748647233323267,4,3
72341289529835777,5,-5
72340190018535681,3,-3
72343471406776577,1,25
72340190034985217,3,-8
72342371911926017,2,-5
72344575196332291,3,-5
72341293824803073,6,0
72906421326381318,3,-4
72340172989333761,3,-5
72340172840763649,3,0
72351167954420225,3,0
72341272433852673,3,3
72344570884850177,4,0
72341276678488321,3,-2
72340172872155394,4,25
72341272351080705,4,3
72343471373615361,5,-4
72351167954355201,3,2
72340172839452930,4,5
72341272383783169,1,25
72348977521033729,6,25
72348977521033474,6,25
72344570901627137,2,-4
72343479963156737,5,-5
72341272367137025,4,-3
72340172872155649,1,-5
72351172249321985,4,-3
72340172939198721,2,-2
72340190018208257,5,-5
72340177134354689,4,-2
72344570901366273,2,-5
72344570934919937,3,-6
72342371945414913,1,0
72340181462024449,2,-5
72342371895345409,2,-4
72343492847796993,6,-5
72904226598093062,4,2
72347878009406209,5,-4
72342376190050561,2,-4
72343492847796483,6,-4
72621647814787852,3,0
72340194346664193,4,3
72363262582260225,4,6
72343479979672321,3,-1
72340173056377089,3,6
72340173022691587,4,-2
72350068442726662,4,-2
72343479962895873,4,-2
72341272450564353,3,3
72341280973390081,3,-4
72340194396864769,0,-25
72340177167122689,4,-5
72341319594475777,6,-4
72341293841449217,6,-1
72340177133699330,4,3
72340211493044481,4,-4
72341293841318657,7,-25
72340177233903873,2,3
72341293824868609,3,6
72341293841318147,7,-25
72344583769490177,5,-4
72340177351213313,0,-25
72341319594344707,3,-4
72340181612626177,2,3
72341319594345217,3,-4
72344570901692673,1,-3
72340173022692097,3,4
72350068442727937,3,3
72344570934919427,3,-6
72340190051696897,4,-5
72341272551096577,3,3
72341293824542209,3,2
72340172922487041,5,-5
72340177133306118,4,-5
72340211526402305,3,0
72340177334436097,3,6
72340181428535554,3,25
72341281023590657,3,6
72341272567873793,4,6
72343479979671811,3,-3
72341281006813441,5,-3
72361063559004419,4,-4
72348968964653569,4,25
72348968964653314,4,25
72344570885177601,4,-2
72341280990101761,4,0
72340181512093953,2,4
72341280989971201,3,-3
72340194313437441,1,-4
72341276745400577,2,6
72340181445312769,4,-6
72341280956417537,4,3
72347869453026049,5,-5
72343471456846593,4,-1
72342380468240641,7,-5
72343479963222273,5,3
72340181429125377,4,3
72343471456846083,4,-3
72340173039599873,3,5
72341280989970691,3,-4
72342380451725569,2,2
72343475701481731,2,-5
72344583769489667,4,-6
72340228689494273,0,-25
72340173257572609,1,2
72363262582259970,4,3
72341276728688897,6,1
72341276678553857,3,6
72341276728558337,7,-25
72340228672848129,4,7
72340172838601474,5,-4
72341276728557827,7,-25
72340181495316737,3,-3
72340220082782467,3,-5
72341285268161281,4,-4
72340181579071745,3,1
72340198608339201,2,2
72340173022888193,2,-5
72342384746496257,2,-6
72340280212324609,3,0
72351167954354690,3,4
72341272433918209,4,2
72341272534254337,4,-3
72343475701482241,3,-5
72341272534253827,4,-4
72340198658277633,4,5
72343471406842113,2,-2
72341280956743937,2,4
72340185723633921,4,-5
72341280940163329,4,-5
72340172872745217,3,6
72340185823707393,3,5
72342371878633729,3,-5
72341285268160771,4,-4
72346769908302081,2,-8
72343475668320513,6,-8
72340220082782977,4,-3
72340198624854273,4,6
72340190101897473,3,3
72341272433591809,2,3
72347869419602689,5,-5
72343471373288193,4,-2
72343475668058881,3,-6
72343471389868801,3,-5
72343475668058371,3,-5
72340194380087553,4,6
72342393336365313,2,-3
72343471390130433,2,-3
72343471373287683,4,-3
72343471389868291,3,-5
72340224377880833,1,-3
72343471373092353,5,-3
72341276678227457,3,4
72341276661842177,6,0
72351167954419970,3,2
72342371928637697,5,-2
72341276661580545,6,-6
72341293824540934,3,2
72341285234737921,3,-6
72341285234737411,3,-6
72341276661580035,6,-5
72341276644999427,3,-4
72341289546481921,4,-3
72342389041398017,6,25
72347869453025539,5,-5
72341276644999937,3,-4
72341272534384897,3,3
72342371862446337,3,-3
72341272367333633,4,4
72341272500830465,3,-3
72341272400429313,4,-2
72341272366614017,3,3
72340181428535809,2,-5
72341285234999553,6,-4
72347869419602179,5,-5
72343471373811969,2,3
72340220082979073,4,-3
72341285268291841,5,-5
72344570884849922,2,-3
72341276645523713,3,5
72345670396739841,2,-3
72343471373746433,3,-2
72341272367268097,3,-2
72351167971131650,3,3
72341272366809347,4,2
72351172249321730,4,-3
72341289529901313,4,3
72341276645458177,3,-5
72341272433590534,4,-2
72348968931230209,2,-3
72341272417140993,3,-2
72341276711911681,4,-2
72341311004541185,3,-4
72341298119704833,4,6
72341276678226182,3,3
72362163070632194,4,-2
72341272366809857,4,2
72347869419472641,5,-17
72343475667928833,1,-17
72341280956416262,4,1
72343471373091078,5,-3
72343475667927811,3,-7
72343471389738753,1,-5
72341276644804097,6,-2
72343471372961283,4,-3
73466072744919308,4,-2
72347869419471619,5,-8
72343471372963329,1,-3
72358864535749377,4,-2
72341285234607873,1,-17
72341276661450497,7,-25
72342371861856514,1,-4
72341285234606851,3,-7
72341276661449475,7,-25
72341276644802822,6,-3
72348968931100161,4,-4
72343471440069377,2,25
72340181429256449,4,1
72343488552829697,4,-2
72906421326382593,5,-4
72352267466048257,4,-4
72344570885308673,4,1
72341289546351361,4,0
72623846838042892,5,3
72341272350425347,5,-4
72352267466047747,2,-3
72341272500699905,4,-3
72341272400037633,1,-5
72341280940359937,4,2
72341276711781121,4,-2
72343471406515713,3,4
72341276644673027,6,-3
72341272400036611,4,-7
72342376156823809,5,-5
72341272383261697,3,6
216736835890643212,3,3
72341276644674817,3,-6
72348968947876609,3,-5
72341272350033409,4,3
72343471389737731,4,-6
72343471406514438,3,0
72341272366484737,4,-5
72341272383979777,5,3
72341311004410625,3,-5
72341276644675073,3,-4
72347869419471111,5,-18
72343475667927303,0,-18
72341272400167681,6,-7
72341272366484993,4,2
72343471372963073,4,-4
72341272416814593,5,2
72341272350032134,4,-2
72343488552829187,4,-3
72341285234606343,0,-18
72341276661448967,7,-25
72341272351342849,5,1
72341272350425857,4,-4
72341311004410115,3,-5
72341272366612742,5,-3
72340224394526977,4,4
72348968931099139,4,-4
72348968931099394,4,-4
72341272400167171,6,-6
72348968947876099,4,-6
72343479962894598,4,0
72341289529574913,5,2
72630443907809539,3,-5
72341276711780611,2,-4
72348968931229954,2,-4
72344575179555078,5,-4
72341289546350851,4,-2
72341272349838337,2,-2
72341272349707267,4,-3
72342371861856769,5,-4
72344570884590593,4,-2
72358864535748867,4,-4
72341272366482947,4,3
72340220116336897,4,6
72348973226066689,4,-6
72347878009405699,5,-4
75436397581959427,3,-3
72341280939641857,4,4
72341272366482182,4,-2
72340177149821197,2,-8
72341272400036103,0,-6
72340172855181574,1,-3
72351167954354436,3,4
72343471372960518,4,-2
72343471440068867,3,-5
72341276644672262,3,-6
72341276644671758,0,-5
72348968931164929,2,-4
72341272349710849,4,0
72903122792022274,3,-4
72345670412992774,4,-3
72348968931164419,5,-6
72348973226066179,1,-6
72340172854855174,2,-3
144406562969026819,4,-4
72343471389737223,0,-6
72632642931065090,2,3
72341289529573638,4,-3
72344570901364998,3,-5
72340177149952262,4,0
72340177183375623,2,-18
72348968931098886,4,-6
72340172989071622,3,-2
72903127103242502,2,-5
72340172888736003,4,2
72340177183376131,5,-10
72340181478342918,4,-2
72340172888409603,4,-4
72340194329690374,2,0
72341272366481678,0,-5
72340177149821702,5,-5
72343471372960014,0,-5
72342376173076742,4,0
72340177183506691,4,-6
72340172838732290,5,3
216455365225677062,2,-8
72340194363244803,2,-6
216455360964264198,2,-6
72342371911663878,5,-4
72340172955517699,3,-10
72340181444788492,3,-1
72903127136796931,2,-17
72342376206631171,4,-8
72340172888539398,3,-4
216455365259231491,2,-19
72903122908938499,3,-17
72340172905185548,4,0
72340185739755783,0,-18
72341272416813318,3,-3
72340185739756291,5,-16
72340177150148867,0,-25
72904222303128577,4,-3
72341272500699395,4,-4
72341272366481677,4,-5
72341276644671757,3,-5
72340172888408838,4,-4
72340185790087427,3,-4
72345670446547203,4,-5
72345674707960067,0,-25
72903135693177091,2,-10
72342371978772739,3,-8
72340177149822467,2,-5
72340185739886851,2,-7
72342384763011331,3,-7
72340172854856707,3,-2
72340181545451779,3,-5
72340172855182849,0,-25
72340177149821198,0,-6
73747547738407174,3,-2
72340172854860289,4,-3
73747552033374467,5,-7
72340211509559555,2,-6
72340177284038915,5,-6
72340177200152838,3,-3
72340190068277507,4,-4
72340172989072897,4,-5
72340172888411393,4,-5
72342376173078017,2,-3
216455361031373059,3,-19
72903122808275212,3,-2
72340177149824257,5,-6
72340181444791297,3,3
72903127103243777,2,-4
72903122841830913,4,-4
72342371878112257,2,-4
72340177149953537,4,2
72340194329691649,2,2
72630443907810049,6,-5
72340177200154113,3,-3
72340172854853914,3,0
72340181478344193,3,-3
72340177183377153,5,-10
72345670412994049,4,3
73747560606531843,3,-5
72340190034723078,3,-5
75436401876861187,3,-4
72903122808278017,4,-2
72341272483922689,2,25
72621647949005569,2,25
72903157151236354,5,25
72340172905188353,4,-2
72340172888736513,3,-2
72340177183507201,4,-6
72340172888411649,1,-2
72340172955518721,3,-10
72340194363245313,2,-6
72342371911665153,2,-5
72340177267261699,2,-7
216455360930709772,3,-2
72340172888408334,0,-6
72340172972359939,3,-7
72340185739757313,5,-16
72340177150149377,5,-2
72340185739887361,3,-8
72340177149824513,2,0
72903127136797441,4,-8
72341272349704972,4,1
72340172972295681,3,-4
72345670446547713,4,-5
73747547738408449,2,-3
72345674707960577,0,-25
72340172955517191,3,-18
72340172888540673,3,-4
72340172855575297,3,0
72340172855574787,4,-6
72340177150607617,4,-2
72342376206631681,3,-7
72340172856492289,4,-1
72340190068278017,4,-4
72340211509560065,5,-5
72340181478670593,3,3
72340194330018049,0,-25
72342384763011841,4,-2
72342371878830337,1,-3
72342376173404417,1,-2
72340181445509377,3,4
72903152856269059,4,-10
72345670413320449,4,3
72345683281117953,3,-4
72342371911991553,1,-5
72340185790087937,3,-4
72345683281117443,3,-4
72340172989399297,4,-2
72352271760949507,6,-5
72352271760950017,6,-5
72340172972425474,4,25
72903135676401153,3,-4
72340172889260289,2,4
72340177200480513,3,3
72341272483922179,2,-6
72341272484053249,1,25
72342406221070849,6,25
72342406221070594,6,25
72340177284039425,5,-5
72342371978773249,3,-7
72340172955648769,3,-7
72340172972294659,3,-6
72340172955910401,3,-6
72340194363375873,3,-1
72345674691182854,6,-2
72340177183768833,2,2
72340172854987777,1,3
72340177150673153,0,-25
72340172972294914,4,-3
72340185740148993,2,-2
72621647949005059,2,-6
72340177284169985,3,0
72340172972425729,3,-4
72340172854984972,3,1
72340211509690625,3,-2
72340181545452289,3,-5
72340181545582849,3,-6
72340172955648259,3,-7
432628143044493574,3,-2
72342376206762241,3,2
72340185790218497,3,-5
72340190068408577,2,-6
72340172889194753,2,-4
72345674691184129,3,3
72340172905906433,3,-3
72340173005914625,2,6
72340190034724353,3,-5
72340172972360449,3,-6
72342384746561793,4,1
72342384746235393,4,-7
72340173190398465,4,4
72903122908939009,3,-8
72340173190463745,4,3
72340173006045441,3,-2
73747547771961603,4,-4
72340177267262209,2,-7
72340177300881665,3,2
72340173123289347,4,-5
72340177267392769,1,-7
72342401926103299,4,-7
72340190035050753,4,3
73747552016597254,5,-3
72340172838142732,2,0
72340173156974849,2,-4
72342371978903809,3,-6
72342401926103809,4,-6
72341272517542145,3,2
72340194463908097,5,-2
72342371878109452,3,-2
72340173173621249,3,-3
72340211493110017,3,-4
72903122841829638,2,-6
72621647982559745,3,3
144397767010222339,3,-5
72340258737422849,4,-3
72340173005849601,1,3
72340173173686529,3,-2
72340181746778369,4,-2
72340177485365505,2,-3
72340190085054722,2,25
72340190085054977,5,25
72340211492783617,4,-2
72340177468588289,3,-4
72340190085120257,3,-3
72340258737488129,4,-3
72341272517476865,3,3
72340215804592385,3,6
72340215787815425,4,2
72340173156844289,4,-5
72340263032390145,3,3
72340190168940801,4,-4
72340177300816385,3,3
72340181562228994,2,25
72340181562229249,5,25
72340215787946241,4,-2
72343471372960013,4,-4
72341280939639052,5,3
72340215804527105,3,1
72340207231369729,5,25
72340207231369474,5,25
72340198725320961,3,-5
72340254442586369,2,-5
72340254442455299,3,-6
72340185806995713,4,0
72340172972294406,3,-5
72341315299377665,4,3
72340185806865153,5,-6
72340254442455809,5,-5
72340194447130881,3,-5
72340185806864643,5,-7
72340207231435009,4,-5
72340173156843779,4,-5
72340220099494657,5,-2
72340181562294529,3,-6
72340220099494147,2,-8
72340220099625217,4,2
72340177552474369,2,0
72340177317724417,5,2
72340177217257729,7,-25
72340177317593857,5,-7
72340181713223937,0,-5
72340177317593347,5,-9
72340215787750401,4,1
72342371995549954,4,25
72342371995550209,4,25
72621690764460290,3,6
72340177216931329,2,-2
72340258737422594,3,0
72340185941082369,3,5
72340173123289857,4,-5
72340207197946114,3,25
72340185890750721,3,-5
72340202936402689,4,-5
72341306709573889,4,-5
72340207198142721,4,0
72340202902979329,4,-7
72340202936533249,4,-6
72340202903240961,4,-5
72340185723306753,4,-4
72903135676399878,3,-5
72340177300816130,3,4
72342376157020417,4,-3
72341272349835532,4,0
72340190202495233,3,0
72340173190398210,2,4
72352267482759937,4,-4
72340202902978819,4,-7
72340177134682369,3,-2
72342384746234118,4,-5
72340215787815170,4,2
72340215804526850,4,0
72340185723306243,3,-6
72341272349704474,4,-2
72340202936402179,4,-6
