hash,move,score - This file contains all positions with 4 or 5 moves on a 8x7 board.
72340224377684482,3,4
72622773096218882,4,8
72341323889312002,4,4
72340224377684228,3,6
72342371861332489,4,6
72621699354394882,3,5
144397766959890947,3,6
72904243777962242,4,6
73748655823192322,4,7
74873456218407170,3,7
72350077032661250,4,3
144397766959956227,5,2
72626054451233026,5,0
144398866421186822,4,3
72346769924620548,5,5
72346769907843588,3,8
72340280212259074,4,2
72623868312879362,4,7
72621703649362178,4,8
72905321814753796,4,25
72905321814819076,4,25
216456469015494916,5,3
144397771204526595,3,2
72627153962860802,4,7
144397771204526342,4,0
144679241886269955,4,3
72628244884553988,2,7
144397766909624582,3,5
72340220082848002,2,0
72908620349636868,2,5
72342419105972482,5,3
73466081351631106,3,0
72623855444754690,3,-1
73747569196466434,5,5
73186805381398786,3,2
72346769907908868,5,5
144397766909559302,4,6
72345670396215561,3,3
72621673601368322,4,6
216457559937188356,4,5
72346769907844098,5,7
216460858472071428,3,3
72346769924620802,2,4
72354466489237764,5,6
72340220116271362,4,6
144397766909559811,4,2
72905321814754306,4,25
72346774202810882,5,5
72346769907909122,3,6
72905321831531010,2,-2
72346769907843336,0,5
73466094219755778,4,3
145242191806267651,3,3
72905321814819330,3,5
72342371861334530,3,3
72344592359424258,4,6
72628244884554242,2,7
72345670396216578,4,4
72904230893060610,4,2
73749746744885762,2,5
73466077040017666,4,-3
72354466489238018,4,6
72342371861594626,4,3
72342371861922050,3,3
144679246147813635,5,0
72345670396477698,4,3
72908620349637122,3,4
144399965899260169,3,5
72340181445050626,4,-4
72346769908039938,5,3
144679241852846342,4,6
72905321814950146,4,25
72346774202876162,5,6
72346769924686082,1,3
144681440875970822,5,2
72342371861397769,4,5
72905321831530756,3,3
72905321831596290,1,0
72344579491299586,4,-3
144680341364474115,4,0
72340220082716933,4,-3
72342371861332242,3,3
72342371928441092,4,25
72342371928441346,4,25
73467180846481666,4,2
73749746744885508,3,4
72628244884619522,5,4
144398870682730755,6,-4
72354466489303298,5,5
72342371861398786,4,3
72905326109786370,4,0
72908620349702402,3,3
72346769958174978,5,3
144401065411019011,5,-2
72342371878371586,3,-3
72905321814753544,0,3
144679241853042947,4,3
72346774219587842,3,5
72623846905151746,3,2
72342372012327170,3,0
144397771187880195,3,0
72342380501598466,1,-6
72342389041201412,3,25
72342389041201666,3,25
72342389041266946,6,25
72905326109720836,4,2
144397766909755651,6,-4
72354466506014978,4,5
72342371928506626,3,2
72346774202810628,5,3
72340220082717442,4,0
72342376223408386,3,-3
72346782792745218,5,3
144397767060553987,3,1
72906429916315906,4,2
216457559937188104,0,2
144397779761037571,4,-4
144397771171299587,3,-3
72905326126498050,3,-2
72623864017912066,3,0
72908620366414082,2,3
72345687576084738,4,4
72908624644604162,4,6
73749751039852802,4,5
72623846838042889,3,2
72905321865085186,3,-3
216457559953965316,3,2
72353366977610242,3,3
72342376156561666,4,-2
72354470784205058,5,5
144398866387960067,4,2
72342410516037890,4,0
144398866404540675,3,-2
144397766909624835,3,5
72628249179521282,4,6
72353366994387202,3,0
72345670463324418,3,3
72352276055916802,4,5
73468271768174852,4,25
73468271768175106,4,25
73468271768240386,4,25
72342376156300546,4,-1
72352267499536642,4,4
72628244901331202,3,4
72342371878109449,3,-2
72342389057978626,3,-2
72342371861333252,4,5
216457559937253636,2,2
73749746761662722,3,3
144397766893109507,4,3
72352267465982722,4,3
72342371878110466,3,-2
72353366977609988,5,4
72904222303257090,2,2
72635941465948418,5,7
72352267466113282,2,3
216457564232155396,4,0
74029022698340616,0,3
72367660628771074,3,2
73191194837975298,5,5
72342376156299529,4,-2
144397766959890694,3,5
72623846838305026,5,3
144679241852846595,2,1
74029022715117828,6,3
72915217419403522,4,-2
74029022698406148,6,3
74029026993307908,6,3
72342371861594372,3,0
72903122791563529,4,3
144397766892913155,3,0
72353371272577282,4,0
72903122808275209,4,0
144397766876725507,5,-3
74875646651728130,3,3
72905326109721090,4,0
73749746744951042,3,2
72903127086465289,3,-3
72634841954320642,4,0
73471570303058178,5,4
288512954951991558,4,3
217018310884131076,4,-2
74029022698406402,3,3
73747547721629961,3,3
72903122791500290,3,2
72353366977675522,3,0
75999347535315458,6,5
73753045279768834,4,5
72903122791499012,4,6
75999347535315204,6,5
144397766892912902,2,2
74029026993308162,6,3
144397766876332294,2,4
72903122792087810,3,0
72903122791564546,4,0
72352267465982213,4,0
144679241936601347,3,6
144397766876332547,4,4
74029022698537218,6,2
73747547721630978,4,2
74029022715183362,1,-5
144960716829425929,3,3
74029022715118082,2,-2
73747547721892098,4,2
74029026993373442,6,2
72903122791498249,4,3
144398870682600195,6,-6
72905334699655426,4,-5
75999347535380738,6,3
74030122210033922,6,0
72903122858606852,4,2
74029022698341378,1,0
72903122808276226,3,-3
72903122791498002,3,2
144397771171103235,2,-2
72903122858672386,3,0
72903127153574146,3,0
144679246147683075,5,-3
144680341364343555,4,-2
74029027010085122,2,-3
75999347552092418,6,3
73747547788738818,4,3
72904222303125769,5,0
144679241869623555,5,-3
72903139971367172,5,25
72903139971367426,5,25
72903139971432706,5,25
144397779760907011,3,-6
73468271784952066,3,-2
144398866387763462,4,2
72903139988144386,3,-2
144397771187749635,5,-6
72903122858607106,4,1
74029035583242498,6,0
217018310867419396,3,3
73747564901499138,3,3
144397766926467331,3,-6
144398866404410115,4,-4
72907520838009092,4,25
72907520838009346,4,25
72907520838074626,4,25
72903122942492930,3,-2
74030122226745602,2,-3
72904222370234626,5,0
72913018396147970,3,0
74029022748672258,6,-6
144397766876136451,2,-2
74030122209968388,4,3
72904222303126786,4,-3
75999351830282498,6,3
72903122791760132,6,1
217018315162321156,4,-2
72904239482994946,3,-2
74030126504935682,4,5
72903161446203650,4,2
74030122209968642,6,0
74032321233223938,6,0
72903127086727426,4,-4
72907525132976386,4,0
144397766892783107,3,3
76000447046942978,6,6
144679241869492995,3,-3
144397771170973187,4,-3
75436406171828482,3,6
144398866387633667,3,3
144397771171102982,2,1
144398866387632902,4,4
75717872558670082,3,3
75436397615448322,4,6
73751945768141058,3,-1
144398866387763715,2,-2
75717876853571842,4,2
72903122791760386,2,0
217018310867353864,0,0
144397766892847875,3,0
75436397582024962,3,3
288512954951860998,4,5
74029022698340868,6,3
216739034913898756,3,0
144397766876135942,2,4
144397771170972422,4,-2
75436397581894402,3,3
72903127086466306,4,-4
144397766892782342,3,0
144679241852715782,4,4
144398866387698435,4,-5
144397766876007427,4,3
144397766926336771,4,-6
144397771171037955,5,-5
217862735797485828,3,5
288512954968637703,3,-2
144397766876071427,4,3
79377047255843074,3,4
145523671077814531,4,-3
75717872575381762,3,-3
217019410378981636,5,-1
75436397581893893,3,0
144401065410888451,5,-4
75717872558604548,4,4
144407662480654595,4,-3
216455360914194692,4,1
145523666782912771,3,-2
144397766876201731,4,-5
288512959246827783,0,-4
72904222303387906,2,-3
144679241852716547,4,4
216456460425560329,5,-1
504685737065644296,0,-2
144398870682599687,6,-7
75438596605149442,3,3
216455360930709769,4,-3
75718972070232322,3,0
145242191806136583,0,-4
146931041666400515,4,-2
144397805530710275,4,-3
144680341364343047,4,-2
216736835890643209,3,-2
288512954951860494,0,3
216455360981041412,3,0
145242191806137091,6,-3
144679241852715278,0,2
144679246147682567,5,-4
144402164922515718,3,0
145524766294475011,5,-2
144679241919824131,2,0
144397784055873798,3,3
144398866404409607,4,-3
216455360913933572,4,0
72907520854786306,4,-4
144679241869492487,3,-3
145523666799624451,3,-5
216455360913932809,4,0
72903122808537346,2,-4
144397784055874051,3,0
72623846838043906,1,-2
216455378093801732,5,0
144397767026999555,3,-2
144397779760906503,0,-8
144397771187749127,0,-8
144397766943113478,4,3
144397784072651011,4,-3
144397784055939331,4,-3
144398883567501571,4,-3
144397766943113731,4,-2
144683639899226371,2,0
144397771238080771,2,-4
144397766943179011,3,-2
144398866387697927,4,-4
144679241852977411,3,1
144397766892847367,4,-4
144397771170971918,0,-2
144397771171234051,1,-4
144397771171037447,3,-7
145523666782847238,3,2
216455360913998089,4,-2
144397771170972167,4,-2
144398866387632398,0,-2
144397766892782087,3,-2
144679259032584451,4,-2
144397766876201223,0,-5
144397766876266758,4,0
144679241852780807,4,-2
144397766876070662,2,3
144397766876594435,3,-2
288512954951926023,3,-3
216455360913932562,4,1
144402164939292931,3,-4
216455365208899849,3,-5
216459758960443652,4,-2
144402169217483011,4,-5
144402164922515971,4,-4
144397766892782851,4,-3
288512954951860743,4,2
144397771170972931,3,-4
144397766876006915,3,0
144397766892781838,0,0
144397766876070158,0,0
288514054463488263,4,-3
72340172854854157,3,-2
144397766909559052,4,8
144679241852715527,4,0
145523666782847491,6,-2
432628143027716361,3,3
144398866387632647,0,-3
144397775465939212,3,8
288794429928571143,4,-2
144397766876135692,4,3
144401065410887943,4,-3
144398866387633411,4,-2
144402164922581251,2,-4
72340172838076954,3,2
73468276063142146,6,-4
144397766926336263,4,-6
144398866454741251,5,-3
72341272349705478,3,-2
72340172921963014,2,0
72340172838404614,3,2
72340172838078982,3,0
144397766876267011,2,-4
72340172854985222,3,0
72340177133044998,4,-4
72340172838077453,4,-2
144398866387894531,2,-3
144399965899260172,3,5
72340181428012038,3,3
72340177133044237,3,-5
72341272383259142,3,5
72340181428077062,3,2
144397766892781837,3,-2
72340172838077708,4,-1
144397766876005132,4,3
72340181428011532,3,6
72340172871696902,3,6
72340181444788742,2,-4
72340177166598662,3,2
72342371861332998,3,0
144397766893043971,2,-5
72340194312913414,4,6
72342371861398022,3,3
72621647848342022,3,5
144397766876070407,3,-2
72342371861332492,3,4
72340172871631878,1,3
144397766876005894,1,3
72621656404722182,3,3
72903122791563782,3,3
72340172854854918,3,-3
72903122791498758,3,1
144397766876004878,3,3
144397766876070157,4,-3
144960716829425932,3,3
72345670396215814,3,3
72342376156299782,4,0
72341280939639302,4,2
216455365208900102,4,-2
216455360913933318,3,-2
72340172871631372,3,6
72903127086465542,4,-2
72342371878109702,2,-3
72340172838208518,3,0
216455360913998342,3,-2
72340177133175302,4,0
217581260820775172,4,0
72903122808275462,2,-3
72340172838142477,3,-1
144398866387632397,4,-3
72340172838078471,1,-5
75717872558604802,3,1
72340172838077454,3,1
432628143027716614,3,0
72621647814918662,4,3
72340172854854663,4,-4
72623846838043142,2,3
73747547721630214,3,2
72341272349706499,3,-4
72340172838081027,3,-2
72340172921963523,3,1
144397766876004877,4,1
72340172838143238,1,-2
72340177133044743,4,-5
72341280939639811,4,3
72340181428013059,1,0
72340177133046019,3,-6
72340181444789251,4,1
72621656404722691,6,0
72342371861334019,1,-6
72342376156300291,3,-6
72342371861398531,4,3
72340172871697411,3,1
72342371878110211,4,-4
72345670396216323,4,3
72341272383259651,3,2
72903122808275971,4,-3
72903122791499779,1,-4
72903127086466051,4,-4
72623846838043651,5,-2
72340172871632899,1,-5
72621647848342531,3,0
72340177166599171,3,-5
216455360913934339,1,-6
216455365208900611,3,-6
72340177133175811,2,-4
72340172838142983,3,-3
72621647814789379,3,-5
72340194312913923,4,-3
72340181428077571,4,3
73747547721630723,4,0
72340172854985731,2,-4
216455360930710531,4,-3
144397766876006659,3,-4
72340172854855939,4,-5
72621647814919171,2,-3
72340177133109767,3,-4
72340172838209539,1,-6
72340172854919687,4,0
72340172838142478,3,0
72903122791564291,4,2
72340172838273543,2,-3
216455360930710022,2,-4
72340172838144259,4,-6
72340172922028547,4,3
216455360913998851,3,-4
72340172854920451,3,-4
72340172838078726,4,-4
72621647814788103,0,-5
72340172855116291,2,-3
216736835890643971,3,-4
216736835890643462,3,-2
72341272349705223,5,-3
72904222303126531,5,-2
72340177166664195,3,2
72342371861529091,4,0
216456460425561091,5,-3
72340177133110531,3,-6
72340172838405123,1,4
72340172871827971,2,1
72340181444854275,4,6
216455360913932812,3,0
72340194312978947,3,2
72340181428208131,4,0
72341272349836291,2,-4
72342371878175235,4,-2
72342376156365315,3,-4
72903127086531075,3,-3
72903122808340995,4,0
216455365208965635,3,-4
72341272349770247,5,-1
216455360930775555,4,-2
72340172838666755,4,-2
72621647815049731,3,-5
72621647848407555,3,4
72340177149821447,2,-7
217299785844064518,3,-3
216456460425560582,3,-3
72903122791694851,3,-4
72340177149822211,5,-7
72341272366481927,4,-3
72340172854856195,4,-3
72341272366482691,4,-5
144679241852715277,4,-1
72341272349771011,4,-4
72340177149952515,3,-2
72341272366612995,3,-2
72341272383324675,3,5
216455360914129411,2,-4
72340172905186307,3,-3
72621647814787597,4,-3
72621647831695875,3,-2
72340172989071875,3,-2
72340194329690627,2,-2
72340172855181827,4,3
72340172838144515,1,-2
72342376173076995,2,-5
72621647831564807,4,-4
72341280939704835,4,3
144397771170971917,2,-3
72340172905251331,3,-3
72623846854820355,3,-2
72341272349704717,5,-2
72341272349835782,2,0
72903127103242755,2,-6
72340172888408583,4,-4
72621647814853127,2,-2
72340172854854158,2,-5
72341280956416515,5,3
72345670412993027,4,3
72623846838108675,2,0
72342371911664131,3,-6
216455365225677315,2,-8
72621656421499395,3,2
72340181478343171,3,-4
72345670396281347,3,3
72340172888539651,3,-5
72341272349966851,2,-6
72340177200153091,3,-4
72621656404787715,4,5
72340177216930307,2,-2
72341276644672771,3,-4
72621647881896451,3,-3
288512954951860493,3,1
73747547738407427,4,-2
72340177133371907,3,-3
72340172838339078,2,-2
216736835907420675,4,-4
72904222319903235,3,0
72621647831565571,3,-5
216456460442337795,4,-4
72340185722978823,3,-6
72340185722979587,3,-6
72340185756533251,4,-4
72340177133306371,4,-6
72340190017946627,4,0
72621652109755651,3,-5
72621652109885955,5,-5
72340190017946118,3,4
216736840185610502,4,0
72341276644803075,6,-5
216455360964264451,4,-4
72903122841829891,4,-5
72342384746234371,4,-7
72341276644672007,3,-5
72903135676400131,3,-6
216455373798834691,3,-6
72340177133046275,3,-5
72340190034723331,4,-3
72621652109754887,3,-5
72903122791498252,1,2
72341272433590787,4,2
72340185723109891,4,-5
72345674691183107,3,0
72621652143309315,3,1
72340172838274307,2,-5
216456464720527875,3,-5
72904222303191555,5,0
72340172888409347,3,-7
72340177133044238,0,-1
216456460425626115,5,-2
144397766876004634,3,2
73747552016597507,3,-5
144397766876005383,4,-3
72340172905185798,4,1
72340172838208012,2,3
144397766876071171,4,-4
72623851133010435,3,-4
72344570901365251,3,-4
72340211492782595,2,-4
72341276678226435,3,2
72343471372961027,4,-5
72621647898673667,4,2
72341272349704718,5,0
72344570884653571,4,-3
72621669289624067,3,-4
72341272350032387,4,3
144679241852716291,6,-2
72344570884588547,4,-4
73184597801763331,3,-3
72622747326416131,4,-2
72341289529573891,4,-3
73184606358143491,4,2
72621664994656771,4,-3
72622747326546435,3,-5
72626045861298691,5,-3
72344575179555331,2,-6
216737935402270982,4,-3
73184597768339971,2,-3
72622747326415367,4,-3
72343479962894851,1,-3
72621647814789635,4,-2
72343471406514691,3,-2
73466072761696771,3,-4
72341293824541187,6,0
72904226598093315,4,0
72341272416813571,3,-4
72622747359969795,5,1
72343471373091331,5,-4
73748647233257987,4,-2
360570548989788428,4,2
73184597768208903,3,-5
72350068442726915,5,-2
72340190018011651,2,-3
73466072744920067,4,-4
72344570884588038,3,-2
72621647814787598,3,0
72622755916349955,4,6
73466072744985091,4,3
72343471372960263,4,-4
74873447628472835,4,-2
72340172921965057,4,-2
73186796791464451,5,-3
73466072744919558,3,0
72341272349709569,3,1
73466077039886851,3,-5
73747547721695747,2,3
72340181444790785,4,2
72340172838406657,3,0
72340172838081539,4,0
72340172854859009,3,-2
72621647815115267,2,4
72340177166600705,3,-1
72621647814792449,4,0
72342371861400065,3,0
72340177133049089,2,-4
72340172871635969,3,3
72627145372926467,4,2
72340172838087169,3,0
72340181428079105,4,1
72621647814920705,4,1
72340172854856450,3,2
216458659448816131,4,-4
72340172838339587,1,-4
72342371861337089,4,3
72340172838147329,4,-1
72340172854987265,3,-2
72621647848344065,3,4
72340172871698945,3,4
144397766876005638,4,0
72341272349706755,3,-3
72903122791565825,3,0
72623846838045185,3,0
72904222303126022,3,-3
72342371878111745,2,-3
216736835890708995,2,1
72341272383261185,3,5
72340181428016129,4,3
72340194312915457,3,-2
216736835907420422,4,-5
72341272349967617,3,25
72621647815050497,3,25
73470470791430402,4,25
72903122791502849,4,3
72341272349707010,4,3
72340172838081794,4,1
73747547721632257,3,2
72340172838147585,3,4
72340177133046530,4,-3
72621647814789890,4,0
72340172838212609,5,0
72903122808277505,2,-3
72906421326381571,5,-3
72345670396217857,3,3
72340172838341121,2,-2
77688197395579139,3,-2
72340172854921985,2,-3
72903127086467585,3,-4
72621656404724225,4,6
74874547140100355,4,-3
72341280939641345,4,1
72342376156301825,2,-3
72340194312979713,4,3
73184597768209667,3,-5
72340177133112065,4,-4
72340177166664961,4,-3
72904222303128065,3,0
216736835890708742,3,-3
72340172855117057,3,-5
72341272383325441,3,1
72340177133177345,4,-2
72340181444855041,3,2
72903122808341761,3,-4
72341280939705601,4,3
74873451923439875,3,-5
72342371878176001,3,0
74873447645249795,4,-5
72340172922029313,4,2
72340181428208897,4,-2
72341272366484225,4,-3
72903127086531841,4,-4
72340172905187841,4,0
72340172871828737,3,-3
73467176551514371,4,-4
72341272416814337,2,25
72621647881897217,2,25
73466089924788482,5,25
144679241852781315,5,-3
72342376156366081,4,-2
74873447628472582,4,0
72340172854859265,4,-3
72340177200153857,3,-3
72340172905252097,2,-4
72341272349837825,4,-2
72621647831567105,3,-2
72340172855182593,2,3
72345670412993793,4,-3
75154926900150530,4,0
72345670396282113,3,-4
72340177149953281,3,-5
72341280956417281,3,0
72341272349772545,4,-3
72340194329691393,5,-4
72904222319904001,3,-4
73466077056663811,2,-7
72340181478343937,3,-5
73467172273324291,3,-4
72340177149823745,5,-5
144397766876007170,4,1
72342376173077761,3,-3
72341276644803841,3,-2
72340172888540417,3,-6
72340177216931073,5,-3
72341272366613761,3,-5
72342371911664897,3,-5
72903122791695617,2,-4
72903127103243521,4,-4
77969672372289794,4,0
72340172838144770,2,1
72340190017948161,3,-1
72340172905186562,4,-4
73466077039952131,3,-5
72621656421500161,4,-2
72340185756534017,4,-5
72341276644674305,3,-5
72340172838339842,2,-3
72621647848408321,3,-3
72340177133307137,1,-4
74873447628538115,2,-2
72340177133049345,3,-2
72345674691183873,3,-4
72340177133372673,2,2
72341289529574657,4,-2
73467172256612611,3,-5
72340190034724097,4,-4
72340172838275841,2,-3
72340172838667521,4,-3
72621652109757185,5,-4
72343471373092097,3,25
72622747326547201,3,25
72341272433591553,4,0
72343471406515457,2,25
72622747359970561,2,25
72904226598094081,3,-3
72340172838082050,2,3
72340185723110657,4,-5
72904222303192321,2,-5
72343471372962561,4,-2
72903122841830657,3,-6
72342371861529857,1,-3
72340185722981121,3,-5
73466072761762051,4,-4
72621652109886721,3,-4
72621652143310081,4,0
72340190017946882,3,2
73466077039887873,1,-2
72341293824541953,3,3
72341276678227201,3,3
72340172989072641,3,-2
72344570884590081,4,0
72621647831696641,3,-5
72350068442727681,3,2
73184597768340737,3,25
72623846854821121,3,-3
73184597801764097,2,25
72342384746235137,4,-4
73466085629821187,3,-6
75154922605248770,3,0
72340172888410881,3,-6
73466072761697793,4,-3
72621669289624833,3,0
72340211492783361,4,-4
72622755916350721,4,6
72340172838079236,4,0
72903135676400897,3,-6
72627145372927233,4,3
73184606358144257,3,1
72623851133011201,4,0
73466072795250947,4,-6
72343479962895617,5,0
72341272349837569,3,25
72621647814920449,3,25
74594171675017474,4,25
72621647898674433,1,-2
72621656404788481,4,2
72622747326417665,4,2
75154922621960450,3,-3
72621647814792705,4,2
72340177133177089,3,-5
73466072745115907,2,-5
72340190018012417,2,-4
72621664994657537,4,-4
73469371279802627,6,-5
72340172838929409,2,6
72340172854987009,3,-6
73186796791465217,3,-2
73466072744986113,3,3
72340181428144129,1,-3
72906421326382337,4,-4
72340177133437953,1,0
72341272350033153,2,4
73466072744920322,4,3
72340172838471681,1,-3
72340172838212097,3,-2
72340172871763969,1,-5
72340181444920321,3,0
73466072744921601,4,-2
72621647848473601,4,2
75156022116811010,2,-2
72340172855247873,2,-2
72340172838406401,2,-3
72340177166730241,3,-5
75154922605183490,3,0
72340172838209794,3,-5
217018310867354116,1,2
72344570901366017,3,-5
72341272383390721,3,0
72342371861465089,1,-3
72342371878241281,5,-3
72621647815181313,2,5
72340172838797827,3,1
72621656404853761,4,3
73184597768211201,3,-4
73466072812028162,4,1
72903122808407041,3,-2
72344575179556097,5,-4
72621647814853891,2,-4
72340172922094593,3,4
72340172922290689,0,-25
72341272350098433,2,4
72621647814855425,4,-3
72342376156431361,4,0
72626045861299457,5,-4
72340181445116417,0,3
73186801086431491,4,-4
72340172838863873,5,0
72340172855640577,3,-2
72341272349709825,5,4
72342371878437377,0,-25
72340181428339713,2,4
72344570884654337,4,-4
72621647815574017,4,0
78251147349000450,4,3
72627149667894017,7,-25
73466072744985857,2,-3
72340194313241089,3,6
72903122791630849,1,-3
72341272383586817,3,7
72627149667893507,7,-25
72903127086597121,4,0
72340177166926337,3,6
72621647848669697,3,7
72340172855706113,0,-25
73467172256547331,1,-3
72627145389703937,4,0
72342371862053377,3,3
72623846838109441,2,0
73467172256548353,3,-1
72342376156627457,3,2
72633742442693377,4,2
72627145389703427,4,-2
73466077039886598,4,-4
72341272366875137,3,6
72340177150214657,4,0
73186796808241411,3,-1
72342371861660673,3,2
72340172838798593,2,-3
72340181428732417,3,3
72340172839715329,3,3
72341280939770881,4,0
72340172905317377,4,-5
72621647815116033,2,4
72340172989202945,3,-2
73190095326347523,3,-3
72345670396543489,3,5
72340172905513473,3,3
74312696698306819,6,-4
73466072744984838,3,1
72633742442692867,4,-3
72340177133896193,3,6
72621647882027521,4,-2
72340194329821697,4,3
72340194313044993,4,3
75154922605183236,5,4
72341280956547585,3,3
72340181478474241,4,0
72342376173208065,5,2
72340177133830657,4,0
72903122791826433,4,3
72623846838370817,3,3
72340190034854401,4,0
72623851149787905,3,0
72345670413124097,3,6
72621647831958017,3,5
72621656421630465,4,6
72340172871959553,1,5
72623846838174721,5,5
72341280939966977,4,4
72621656405049857,4,5
72623851149787395,3,-3
72623846854951425,3,4
72340190018077697,5,-4
72341276645065217,2,3
72904222303257601,2,-3
72627145372992257,4,3
72340177200284161,3,-5
72621652143440385,3,-2
72621664994787841,4,0
72340185723372033,2,0
72621652110148097,5,4
72340172872352257,2,6
72340177217061377,3,3
72622747326808577,2,3
72341272350556673,2,4
72627145372927489,4,4
72623859722945281,4,-3
73186796791529731,2,-3
72345670396347393,2,1
72341272433721857,3,6
72342371911795201,2,-3
72343471406645761,3,0
72623846854885635,3,-2
72344570884915713,3,2
72627145372991747,4,0
72621669289755137,5,4
72344570901496321,3,-2
72628244884554753,2,5
72623855427978241,4,5
72621647815639553,2,6
72623851133076225,4,6
72340185756664321,3,-5
72341272383260929,2,25
72621647848343809,2,25
74591981241696514,5,25
72342384746365441,4,-5
72623859722944771,5,-4
72623846838305281,5,3
72343479963025921,2,1
72340172871633154,4,0
72340190018273793,4,3
72623846871598081,3,3
72340172938741761,1,3
72340172888801793,4,-2
72340181461567489,1,3
73466072761697537,3,-4
72340181511898113,3,4
72622755916481025,4,6
72341280973194241,3,1
72350068442857985,2,0
72623846854821377,2,-3
72621656438277121,3,6
72623846888374531,3,-5
72623851133011457,4,0
72342371894888449,1,-3
72621647915451393,3,6
72342371894952961,3,3
72340181461632001,3,6
72340172871635457,3,6
72340172921964801,4,-4
72342371945219073,4,0
73466072745181442,2,-3
73466072761696518,3,-4
72341289529704961,2,-5
72903122825054209,1,-3
72340172871894017,4,-2
72903127120020481,3,-2
72341276678357505,5,2
72340177166600449,3,-4
72903122825118721,4,4
72340172872221185,2,3
72340173056246273,0,-25
72903122875384833,4,1
72622747360100865,5,1
72623846838109697,3,-3
72343471373353473,2,1
72340181511963137,0,3
72342376189854721,4,-4
72345674691314177,3,2
72340194346468353,4,4
72621647848604161,4,-2
72342371945284097,0,-25
72340211492913665,4,0
72340173056181249,3,9
72342371895083521,2,3
72622768801252097,7,-25
72621647898804737,3,6
72621656438342145,4,6
72340177233773057,4,7
72340181461762561,2,3
72622768801251587,7,-25
73184619243045123,3,-2
73186796791465473,5,1
72624954939605761,5,2
72341280973259265,2,3
72340172938806273,3,6
72340194346533377,3,7
72621647915516417,3,7
72344575179686401,4,-3
72341272450433537,3,7
72341272383521281,2,-3
72342376189919745,3,3
72340172871698689,3,-4
72345670429770753,3,6
72340194396799489,2,0
72340173022626307,3,-2
72623851133010182,4,2
72341272416944641,3,-5
72342376240185857,2,1
72340177233708033,3,6
73184606358208771,4,3
72623851133075715,4,-4
72621695059428097,5,-3
72345670429835777,3,6
72621669289689857,5,6
72621669306401537,5,-3
72345670480101889,4,6
72340173039404033,3,2
72340177351148033,2,3
72340173257507329,4,-2
72621669289625089,3,0
72340173022627073,3,-3
72340190051501057,5,25
72621669306401027,5,-4
73185705869771011,4,2
72341272450368513,3,6
72342372045881857,2,-4
72621695059427587,3,-5
72340185823642113,3,6
72340172938936833,3,5
72621669289689347,3,-4
72622755933126915,3,2
72621652210418177,3,6
72340190051566081,3,1
72621669289623814,5,2
72341281023525377,3,8
72623846888375041,3,-5
72341272567808513,3,8
72340172922225153,3,4
72623846838240001,5,-3
72621656471831041,4,2
72344570918142977,4,25
72344570884719617,4,-3
73184606358144513,1,3
72341289563128321,3,-2
72344570918208001,2,2
72340177334370817,3,2
74310506264985859,6,-5
72341276745335297,5,7
72344570968474113,2,-2
72340177166860801,2,-4
72621656404788737,4,5
72621648032891393,3,6
72622755916350977,4,5
72345674724737537,3,7
72341272350491137,3,-3
72904222336680961,3,5
72340190101832193,3,5
72343479996449281,3,2
72621656488608257,3,6
72342384779788801,3,-3
72341293858095617,3,6
72627145372926214,4,3
72622755916415745,4,7
73184606358143238,4,0
72621673584656897,4,6
72621656455053571,3,-4
72342380451333121,6,25
72342380451268609,1,3
72340211526337025,4,-2
72621656421500417,4,3
72622755916349702,4,5
72903131381498881,5,25
72903131398210561,3,1
72621656404984321,4,3
72621656404723969,3,-3
72340198607882241,1,3
72624954939605251,6,-3
72340173039469057,3,5
72621656421565185,4,6
72340181612560897,3,4
72621647814788358,6,-3
73184602096730371,4,-2
72622755933127425,3,5
72340198607946753,4,6
72342380468044801,3,0
72340194313175553,2,0
72340194312915201,5,-3
74591972685316354,4,5
72340198624723457,0,6
72340181428078849,4,1
73185697313390851,3,-2
72342380451463681,6,25
72342380468109825,0,-2
72344575213109761,3,-4
73184606374920451,3,-5
72624946383225601,2,25
72622751654937345,7,0
72343471473623553,3,6
72622747410301697,4,5
72340228672717313,3,7
72340181428274177,5,3
72622751654936835,7,-2
72622747410301187,4,2
72340181444790529,4,-3
72621673584591873,4,6
72340181495120897,5,25
72340198608077313,4,6
72342393336169473,4,3
72903144266335233,2,0
73186796791464198,5,-2
72340181579006465,3,-2
72340228689428993,2,3
72621656455054081,3,-4
72342393336234497,3,-1
74310497708605699,6,-3
72342393352946177,2,1
72903131381434369,1,2
72621652193641217,5,0
72341298119574017,4,6
72345679002927617,3,6
72621660733243651,7,-4
72621652193640707,5,-3
73184597852094723,5,-1
72340181428015617,4,5
72350068476281345,3,6
72621656421564675,4,6
72341298136285697,3,6
72340181428013314,1,3
72340181495185921,2,3
72340173022757377,3,5
72340181445050881,4,-4
72341280939641089,4,6
72340220082717187,4,-3
72340198624658433,0,1
72342380501598721,7,-6
72340198658212353,4,6
72622755916415235,4,6
72341281006748161,5,0
72340228672652289,4,6
72340181428601345,4,2
72340220082848257,2,0
72621652143310337,3,1
72340194380022273,4,3
72344579474523137,3,25
72344579474588161,6,25
72621652143374595,2,-3
72621647898674689,2,4
72340224377684993,3,4
72341328184279553,4,6
73184597801764353,1,2
72621660733244161,6,-4
72621647999337217,3,-4
72341298119508993,5,6
72345691871052289,3,5
